subject_id,class,rank,feature,coefficient,abs_coefficient
211-000540,SAD,10,C6_Beta,-0.15383994579315186,0.15383994579315186
211-000540,SAD,11,P3_Alpha,0.12835049629211426,0.12835049629211426
211-000540,SAD,12,AlphaAsym_C6-C5,0.1125689223408699,0.1125689223408699
211-000540,SAD,13,TP8_Beta,0.11106482893228531,0.11106482893228531
211-000540,SAD,14,F1_Alpha,0.09120315313339233,0.09120315313339233
211-000540,SAD,15,FCz_Beta,0.07817576825618744,0.07817576825618744
211-000541,JOY,1,PO7_Beta,-1.2514110803604126,1.2514110803604126
211-000541,JOY,2,Fp1_Beta,1.2279422283172607,1.2279422283172607
211-000541,JOY,3,AlphaAsym_PO8-PO7,0.31302115321159363,0.31302115321159363
211-000541,JOY,4,PO7_Alpha,-0.21015587449073792,0.21015587449073792
211-000541,JOY,5,AlphaAsym_CP4-CP3,-0.1691616028547287,0.1691616028547287
211-000541,JOY,6,AlphaAsym_C4-C3,-0.14768174290657043,0.14768174290657043
211-000541,JOY,7,AlphaAsym_C2-C1,-0.10983700305223465,0.10983700305223465
211-000541,JOY,8,AF8_Alpha,0.089869923889637,0.089869923889637
211-000541,JOY,9,AF8_Beta,0.08620893955230713,0.08620893955230713
211-000541,JOY,10,AlphaAsym_F6-F5,-0.05391595885157585,0.05391595885157585
211-000541,JOY,11,FC2_Alpha,0.053399458527565,0.053399458527565
211-000541,JOY,12,AlphaAsym_T8-T7,-0.009271332994103432,0.009271332994103432
211-000541,JOY,13,F8_Alpha,0.0,0.0
211-000541,JOY,14,FT7_Alpha,0.0,0.0
211-000541,JOY,15,T7_Beta,0.0,0.0
211-000541,NEUTRO,1,Fpz_Beta,-0.8364981412887573,0.8364981412887573
211-000541,NEUTRO,2,Fp2_Beta,-0.7303160429000854,0.7303160429000854
211-000541,NEUTRO,3,AF4_Beta,-0.5087760090827942,0.5087760090827942
211-000541,NEUTRO,4,Fp1_Beta,-0.47702756524086,0.47702756524086
211-000541,NEUTRO,5,PO7_Beta,0.4683479964733124,0.4683479964733124
211-000541,NEUTRO,6,F6_Beta,-0.34713879227638245,0.34713879227638245
211-000541,NEUTRO,7,FT8_Beta,-0.23715731501579285,0.23715731501579285
211-000541,NEUTRO,8,AF3_Beta,-0.14600583910942078,0.14600583910942078
211-000541,NEUTRO,9,CP4_Beta,0.08797692507505417,0.08797692507505417
211-000541,NEUTRO,10,Fpz_Alpha,-0.07654297351837158,0.07654297351837158
211-000541,NEUTRO,11,C2_Beta,0.0687403753399849,0.0687403753399849
211-000541,NEUTRO,12,AF7_Alpha,0.03956063091754913,0.03956063091754913
211-000541,NEUTRO,13,CP4_Alpha,0.03161235153675079,0.03161235153675079
211-000541,NEUTRO,14,F8_Alpha,0.031226374208927155,0.031226374208927155
211-000541,NEUTRO,15,AlphaAsym_PO8-PO7,-0.025765636935830116,0.025765636935830116
211-000541,SAD,1,Fpz_Beta,0.8570945262908936,0.8570945262908936
211-000541,SAD,2,Fp2_Beta,0.7189289927482605,0.7189289927482605
211-000541,SAD,3,F6_Beta,0.35442814230918884,0.35442814230918884
211-000541,SAD,4,F2_Beta,-0.3031242787837982,0.3031242787837982
211-000541,SAD,5,AF8_Beta,-0.25247320532798767,0.25247320532798767
211-000541,SAD,6,FC4_Beta,-0.22973623871803284,0.22973623871803284
211-000541,SAD,7,CP3_Beta,-0.22096268832683563,0.22096268832683563
211-000541,SAD,8,AF8_Alpha,-0.19949591159820557,0.19949591159820557
211-000541,SAD,9,FC3_Beta,-0.18949133157730103,0.18949133157730103
211-000541,SAD,10,AlphaAsym_T8-T7,0.18499575555324554,0.18499575555324554
211-000541,SAD,11,CP3_Alpha,-0.17928695678710938,0.17928695678710938
211-000541,SAD,12,Fpz_Alpha,0.17407767474651337,0.17407767474651337
211-000541,SAD,13,T7_Beta,-0.17062842845916748,0.17062842845916748
211-000541,SAD,14,AF7_Beta,-0.16805578768253326,0.16805578768253326
211-000541,SAD,15,PO7_Beta,0.14421196281909943,0.14421196281909943
211-000543,JOY,1,P8_Beta,-0.6549552083015442,0.6549552083015442
211-000543,JOY,2,AlphaAsym_P8-P7,-0.5868992805480957,0.5868992805480957
211-000543,JOY,3,P7_Beta,0.3292987644672394,0.3292987644672394
211-000543,JOY,4,CPz_Alpha,0.3239622116088867,0.3239622116088867
211-000543,JOY,5,P6_Beta,-0.2971193492412567,0.2971193492412567
211-000543,JOY,6,Fz_Alpha,-0.2744808495044708,0.2744808495044708
211-000543,JOY,7,PO6_Beta,-0.2664296329021454,0.2664296329021454
211-000543,JOY,8,AlphaAsym_P6-P5,-0.2534200847148895,0.2534200847148895
211-000543,JOY,9,CP2_Alpha,0.2437678724527359,0.2437678724527359
211-000543,JOY,10,PO4_Beta,-0.22058485448360443,0.22058485448360443
211-000543,JOY,11,C3_Beta,0.20272321999073029,0.20272321999073029
211-000543,JOY,12,FCz_Alpha,-0.1833021491765976,0.1833021491765976
211-000543,JOY,13,F3_Alpha,-0.18004152178764343,0.18004152178764343
211-000543,JOY,14,PO3_Alpha,-0.16823557019233704,0.16823557019233704
211-000543,JOY,15,PO3_Beta,-0.1544439196586609,0.1544439196586609
211-000543,NEUTRO,1,P8_Beta,1.130010724067688,1.130010724067688
211-000543,NEUTRO,2,PO4_Beta,1.087060809135437,1.087060809135437
211-000543,NEUTRO,3,T7_Beta,-0.6450976133346558,0.6450976133346558
211-000543,NEUTRO,4,P3_Alpha,-0.5019233822822571,0.5019233822822571
211-000543,NEUTRO,5,P3_Beta,-0.4770607650279999,0.4770607650279999
211-000543,NEUTRO,6,AF4_Alpha,0.43800297379493713,0.43800297379493713
211-000543,NEUTRO,7,TP7_Beta,0.4064672589302063,0.4064672589302063
211-000543,NEUTRO,8,CP2_Beta,-0.39596569538116455,0.39596569538116455
211-000543,NEUTRO,9,AlphaAsym_AF4-AF3,0.38778653740882874,0.38778653740882874
211-000543,NEUTRO,10,FT8_Alpha,-0.3781639635562897,0.3781639635562897
211-000543,NEUTRO,11,F8_Beta,0.36529549956321716,0.36529549956321716
211-000543,NEUTRO,12,CP5_Beta,-0.34170717000961304,0.34170717000961304
211-000543,NEUTRO,13,TP7_Alpha,-0.3388493061065674,0.3388493061065674
211-000543,NEUTRO,14,C6_Beta,-0.29251527786254883,0.29251527786254883
211-000543,NEUTRO,15,C1_Beta,-0.2843097448348999,0.2843097448348999
211-000543,SAD,1,PO3_Beta,1.2650083303451538,1.2650083303451538
211-000543,SAD,2,T7_Beta,1.13163423538208,1.13163423538208
211-000543,SAD,3,TP7_Beta,-1.039102554321289,1.039102554321289
211-000543,SAD,4,AlphaAsym_AF4-AF3,-0.7126185297966003,0.7126185297966003
211-000543,SAD,5,POz_Beta,0.6732198596000671,0.6732198596000671
211-000543,SAD,6,P7_Beta,-0.6669833660125732,0.6669833660125732
211-000543,SAD,7,PO8_Alpha,0.6115939021110535,0.6115939021110535
211-000543,SAD,8,O1_Beta,0.41147321462631226,0.41147321462631226
211-000543,SAD,9,PO7_Beta,0.41017308831214905,0.41017308831214905
211-000543,SAD,10,AF8_Alpha,0.4086036682128906,0.4086036682128906
211-000543,SAD,11,P1_Alpha,-0.4065077304840088,0.4065077304840088
211-000543,SAD,12,FT8_Beta,-0.34522461891174316,0.34522461891174316
211-000543,SAD,13,TP8_Alpha,0.33381375670433044,0.33381375670433044
211-000543,SAD,14,CP6_Alpha,0.325556218624115,0.325556218624115
211-000543,SAD,15,CP2_Beta,0.3166242837905884,0.3166242837905884
211-000544,JOY,1,POz_Beta,0.4499387741088867,0.4499387741088867
211-000544,JOY,2,AF8_Beta,0.4191661477088928,0.4191661477088928
211-000544,JOY,3,TP8_Alpha,-0.33311760425567627,0.33311760425567627
211-000544,JOY,4,P1_Beta,-0.31382063031196594,0.31382063031196594
211-000544,JOY,5,FC5_Beta,0.30199742317199707,0.30199742317199707
211-000544,JOY,6,FC1_Alpha,-0.2760315239429474,0.2760315239429474
211-000544,JOY,7,P1_Alpha,-0.2654493749141693,0.2654493749141693
211-000544,JOY,8,FC1_Beta,-0.25499072670936584,0.25499072670936584
211-000544,JOY,9,T7_Alpha,-0.2535803020000458,0.2535803020000458
211-000544,JOY,10,AF7_Beta,0.22660675644874573,0.22660675644874573
211-000544,JOY,11,PO5_Alpha,-0.22083888947963715,0.22083888947963715
211-000544,JOY,12,O1_Beta,0.2183968871831894,0.2183968871831894
211-000544,JOY,13,F3_Beta,0.21217480301856995,0.21217480301856995
211-000544,JOY,14,TP8_Beta,-0.1662844568490982,0.1662844568490982
211-000544,JOY,15,AlphaAsym_FC6-FC5,-0.12415812909603119,0.12415812909603119
211-000544,NEUTRO,1,Fpz_Beta,-0.7952694892883301,0.7952694892883301
211-000544,NEUTRO,2,F5_Beta,-0.6781156659126282,0.6781156659126282
211-000544,NEUTRO,3,F7_Beta,-0.6006511449813843,0.6006511449813843
211-000544,NEUTRO,4,AF7_Beta,-0.5705562829971313,0.5705562829971313
211-000544,NEUTRO,5,Fpz_Alpha,-0.47488030791282654,0.47488030791282654
211-000544,NEUTRO,6,AF4_Beta,-0.3669339716434479,0.3669339716434479
211-000544,NEUTRO,7,FT7_Beta,-0.15422363579273224,0.15422363579273224
211-000544,NEUTRO,8,AlphaAsym_FC6-FC5,0.141413152217865,0.141413152217865
211-000544,NEUTRO,9,AlphaAsym_F8-F7,0.088282011449337,0.088282011449337
211-000544,NEUTRO,10,FC5_Beta,-0.06326945126056671,0.06326945126056671
211-000544,NEUTRO,11,AF7_Alpha,-0.04517469182610512,0.04517469182610512
211-000544,NEUTRO,12,F8_Beta,0.0,0.0
211-000544,NEUTRO,13,F8_Alpha,0.0,0.0
211-000544,NEUTRO,14,F4_Beta,0.0,0.0
211-000544,NEUTRO,15,T7_Beta,0.0,0.0
211-000544,SAD,1,F7_Beta,0.5014387369155884,0.5014387369155884
211-000544,SAD,2,POz_Beta,-0.42328861355781555,0.42328861355781555
211-000544,SAD,3,F7_Alpha,0.3856221139431,0.3856221139431
211-000544,SAD,4,FT7_Alpha,0.32636433839797974,0.32636433839797974
211-000544,SAD,5,Fpz_Beta,0.25466030836105347,0.25466030836105347
211-000544,SAD,6,T7_Alpha,0.2132231742143631,0.2132231742143631
211-000544,SAD,7,P1_Beta,0.21083036065101624,0.21083036065101624
211-000544,SAD,8,P1_Alpha,0.19188617169857025,0.19188617169857025
211-000544,SAD,9,T7_Beta,0.1878592073917389,0.1878592073917389
211-000544,SAD,10,FT7_Beta,0.14866279065608978,0.14866279065608978
211-000544,SAD,11,F5_Alpha,0.13249889016151428,0.13249889016151428
211-000544,SAD,12,FC4_Beta,0.12704849243164062,0.12704849243164062
211-000544,SAD,13,O1_Beta,-0.11972600966691971,0.11972600966691971
211-000544,SAD,14,AlphaAsym_AF8-AF7,-0.08353231847286224,0.08353231847286224
211-000544,SAD,15,PO5_Alpha,0.06896200031042099,0.06896200031042099
211-000545,JOY,1,AF7_Beta,-0.9544577598571777,0.9544577598571777
211-000545,JOY,2,PO7_Beta,-0.8904985189437866,0.8904985189437866
211-000545,JOY,3,Fp2_Beta,-0.5699167251586914,0.5699167251586914
211-000545,JOY,4,AF8_Beta,-0.44187089800834656,0.44187089800834656
211-000545,JOY,5,C1_Beta,0.22020716965198517,0.22020716965198517
211-000545,JOY,6,F4_Beta,-0.21579816937446594,0.21579816937446594
211-000545,JOY,7,AF7_Alpha,-0.17894771695137024,0.17894771695137024
211-000545,JOY,8,PO7_Alpha,-0.15555183589458466,0.15555183589458466
211-000545,JOY,9,FC2_Beta,-0.10624560713768005,0.10624560713768005
211-000545,JOY,10,AlphaAsym_PO8-PO7,0.08925289660692215,0.08925289660692215
211-000545,JOY,11,AlphaAsym_Fp2-Fp1,-0.06541401892900467,0.06541401892900467
211-000545,JOY,12,AlphaAsym_C2-C1,-0.04986901581287384,0.04986901581287384
211-000545,JOY,13,FT7_Beta,0.020517095923423767,0.020517095923423767
211-000545,JOY,14,F8_Beta,0.0,0.0
211-000545,JOY,15,F8_Alpha,0.0,0.0
211-000545,NEUTRO,1,FC4_Beta,1.2150628566741943,1.2150628566741943
211-000545,NEUTRO,2,Fp1_Beta,0.5267675518989563,0.5267675518989563
211-000545,NEUTRO,3,FC4_Alpha,0.5143348574638367,0.5143348574638367
211-000545,NEUTRO,4,FT7_Beta,-0.2942641079425812,0.2942641079425812
211-000545,NEUTRO,5,Cz_Beta,0.28636184334754944,0.28636184334754944
211-000545,NEUTRO,6,AlphaAsym_FC4-FC3,0.20220908522605896,0.20220908522605896
211-000545,NEUTRO,7,AF7_Beta,0.1636400669813156,0.1636400669813156
211-000545,NEUTRO,8,Cz_Alpha,0.16237956285476685,0.16237956285476685
211-000545,NEUTRO,9,CP4_Beta,0.0929117202758789,0.0929117202758789
211-000545,NEUTRO,10,CPz_Beta,0.07974207401275635,0.07974207401275635
211-000545,NEUTRO,11,PO5_Beta,-0.07238519936800003,0.07238519936800003
211-000545,NEUTRO,12,P8_Beta,0.02785320207476616,0.02785320207476616
211-000545,NEUTRO,13,O2_Beta,0.01014641486108303,0.01014641486108303
211-000545,NEUTRO,14,FC3_Alpha,0.0,0.0
211-000545,NEUTRO,15,AlphaAsym_O2-O1,0.0,0.0
211-000545,SAD,1,FC4_Beta,-0.8657092452049255,0.8657092452049255
211-000545,SAD,2,PO7_Beta,0.5104959011077881,0.5104959011077881
211-000545,SAD,3,Fp2_Beta,0.37506189942359924,0.37506189942359924
211-000545,SAD,4,FT8_Beta,0.3395313620567322,0.3395313620567322
211-000545,SAD,5,C6_Beta,0.2773088812828064,0.2773088812828064
211-000545,SAD,6,AlphaAsym_CP2-CP1,-0.24320752918720245,0.24320752918720245
211-000545,SAD,7,FC4_Alpha,-0.1911523938179016,0.1911523938179016
211-000545,SAD,8,PO5_Beta,0.19065038859844208,0.19065038859844208
211-000545,SAD,9,PO7_Alpha,0.1757773607969284,0.1757773607969284
211-000545,SAD,10,CP2_Alpha,-0.16281482577323914,0.16281482577323914
211-000545,SAD,11,AF3_Beta,-0.14006485044956207,0.14006485044956207
211-000545,SAD,12,P5_Beta,0.13282601535320282,0.13282601535320282
211-000545,SAD,13,AF8_Beta,0.11512231826782227,0.11512231826782227
211-000545,SAD,14,F4_Beta,0.11011522263288498,0.11011522263288498
211-000545,SAD,15,CP2_Beta,-0.10234794020652771,0.10234794020652771
211-000546,JOY,1,PO7_Beta,-0.3597817122936249,0.3597817122936249
211-000546,JOY,2,FC4_Beta,-0.3352251350879669,0.3352251350879669
211-000546,JOY,3,FC4_Alpha,-0.33438342809677124,0.33438342809677124
211-000546,JOY,4,F3_Beta,0.32431820034980774,0.32431820034980774
211-000546,JOY,5,AlphaAsym_F6-F5,-0.32061782479286194,0.32061782479286194
211-000546,JOY,6,PO7_Alpha,-0.3016575276851654,0.3016575276851654
211-000546,JOY,7,F3_Alpha,0.2969094514846802,0.2969094514846802
211-000546,JOY,8,AlphaAsym_F4-F3,-0.1985662430524826,0.1985662430524826
211-000546,JOY,9,AlphaAsym_FC4-FC3,-0.18960057199001312,0.18960057199001312
211-000546,JOY,10,Fpz_Beta,-0.1139385849237442,0.1139385849237442
211-000546,JOY,11,P3_Beta,0.06829282641410828,0.06829282641410828
211-000546,JOY,12,AlphaAsym_P4-P3,-0.050931744277477264,0.050931744277477264
211-000546,JOY,13,F8_Beta,-0.03658391535282135,0.03658391535282135
211-000546,JOY,14,F5_Beta,0.0303792767226696,0.0303792767226696
211-000546,JOY,15,PO8_Alpha,-0.016729015856981277,0.016729015856981277
211-000546,NEUTRO,1,F4_Beta,-0.40165114402770996,0.40165114402770996
211-000546,NEUTRO,2,Fp1_Beta,0.36597302556037903,0.36597302556037903
211-000546,NEUTRO,3,Fpz_Beta,0.35362470149993896,0.35362470149993896
211-000546,NEUTRO,4,FT8_Beta,-0.2781524062156677,0.2781524062156677
211-000546,NEUTRO,5,P5_Beta,-0.24265006184577942,0.24265006184577942
211-000546,NEUTRO,6,AlphaAsym_AF4-AF3,-0.23275357484817505,0.23275357484817505
211-000546,NEUTRO,7,AF4_Beta,-0.22145093977451324,0.22145093977451324
211-000546,NEUTRO,8,AlphaAsym_CP2-CP1,0.20811356604099274,0.20811356604099274
211-000546,NEUTRO,9,F4_Alpha,-0.19838175177574158,0.19838175177574158
211-000546,NEUTRO,10,FCz_Beta,-0.19728635251522064,0.19728635251522064
211-000546,NEUTRO,11,FCz_Alpha,-0.1852377951145172,0.1852377951145172
211-000546,NEUTRO,12,Fpz_Alpha,0.161564901471138,0.161564901471138
211-000546,NEUTRO,13,Fp2_Beta,0.15385203063488007,0.15385203063488007
211-000546,NEUTRO,14,FC4_Beta,0.14328846335411072,0.14328846335411072
211-000546,NEUTRO,15,F3_Alpha,-0.14196909964084625,0.14196909964084625
211-000546,SAD,1,FCz_Alpha,0.4349116384983063,0.4349116384983063
211-000546,SAD,2,FCz_Beta,0.4291127324104309,0.4291127324104309
211-000546,SAD,3,AF3_Beta,-0.3993466794490814,0.3993466794490814
211-000546,SAD,4,AlphaAsym_P2-P1,0.3358188271522522,0.3358188271522522
211-000546,SAD,5,Fp1_Beta,-0.32007408142089844,0.32007408142089844
211-000546,SAD,6,AlphaAsym_F4-F3,0.2548863887786865,0.2548863887786865
211-000546,SAD,7,P1_Beta,-0.2105863243341446,0.2105863243341446
211-000546,SAD,8,FC6_Alpha,0.16504298150539398,0.16504298150539398
211-000546,SAD,9,T7_Beta,0.13393846154212952,0.13393846154212952
211-000546,SAD,10,T7_Alpha,0.1298993080854416,0.1298993080854416
211-000546,SAD,11,P1_Alpha,-0.12699763476848602,0.12699763476848602
211-000546,SAD,12,F2_Alpha,0.12380073219537735,0.12380073219537735
211-000546,SAD,13,FT7_Alpha,0.11145727336406708,0.11145727336406708
211-000546,SAD,14,C6_Beta,0.1104288324713707,0.1104288324713707
211-000546,SAD,15,AlphaAsym_CP2-CP1,-0.10922881215810776,0.10922881215810776
211-000547,JOY,1,Oz_Beta,0.7525507807731628,0.7525507807731628
211-000547,JOY,2,Fpz_Beta,0.5940467715263367,0.5940467715263367
211-000547,JOY,3,AlphaAsym_O2-O1,-0.5112508535385132,0.5112508535385132
211-000547,JOY,4,Oz_Alpha,0.4265667498111725,0.4265667498111725
211-000547,JOY,5,Fp2_Beta,0.3141469657421112,0.3141469657421112
211-000547,JOY,6,Fpz_Alpha,0.28521499037742615,0.28521499037742615
211-000547,JOY,7,PO8_Beta,-0.2815118730068207,0.2815118730068207
211-000547,JOY,8,O2_Alpha,-0.23145367205142975,0.23145367205142975
211-000547,JOY,9,Cz_Beta,-0.20290227234363556,0.20290227234363556
211-000547,JOY,10,Fp2_Alpha,0.1681881695985794,0.1681881695985794
211-000547,JOY,11,TP7_Beta,-0.1312633603811264,0.1312633603811264
211-000547,JOY,12,AlphaAsym_C6-C5,0.10972942411899567,0.10972942411899567
211-000547,JOY,13,AF7_Beta,0.09180261194705963,0.09180261194705963
211-000547,JOY,14,AlphaAsym_F6-F5,0.07590846717357635,0.07590846717357635
211-000547,JOY,15,C6_Alpha,0.07017416507005692,0.07017416507005692
211-000547,NEUTRO,1,F6_Beta,-0.6316403746604919,0.6316403746604919
211-000547,NEUTRO,2,PO5_Beta,0.4846864938735962,0.4846864938735962
211-000547,NEUTRO,3,O2_Alpha,0.43198031187057495,0.43198031187057495
211-000547,NEUTRO,4,Oz_Beta,-0.42078760266304016,0.42078760266304016
211-000547,NEUTRO,5,Fp2_Beta,-0.4193641245365143,0.4193641245365143
211-000547,NEUTRO,6,O1_Beta,0.25542527437210083,0.25542527437210083
211-000547,NEUTRO,7,P1_Beta,0.22142358124256134,0.22142358124256134
211-000547,NEUTRO,8,AlphaAsym_F6-F5,-0.19437791407108307,0.19437791407108307
211-000547,NEUTRO,9,Fp2_Alpha,-0.17670579254627228,0.17670579254627228
211-000547,NEUTRO,10,F8_Beta,-0.17132079601287842,0.17132079601287842
211-000547,NEUTRO,11,FT8_Beta,0.1662278026342392,0.1662278026342392
211-000547,NEUTRO,12,FT8_Alpha,0.15518496930599213,0.15518496930599213
211-000547,NEUTRO,13,F6_Alpha,-0.13818515837192535,0.13818515837192535
211-000547,NEUTRO,14,FC4_Beta,-0.10053029656410217,0.10053029656410217
211-000547,NEUTRO,15,CPz_Beta,0.09828341007232666,0.09828341007232666
211-000547,SAD,1,FT8_Beta,-0.7651009559631348,0.7651009559631348
211-000547,SAD,2,FT8_Alpha,-0.619422197341919,0.619422197341919
211-000547,SAD,3,F6_Beta,0.5648035407066345,0.5648035407066345
211-000547,SAD,4,O1_Beta,-0.5031502842903137,0.5031502842903137
211-000547,SAD,5,FC4_Beta,0.4638206958770752,0.4638206958770752
211-000547,SAD,6,O1_Alpha,-0.26578789949417114,0.26578789949417114
211-000547,SAD,7,FC4_Alpha,0.1452873796224594,0.1452873796224594
211-000547,SAD,8,FC6_Beta,0.07088371366262436,0.07088371366262436
211-000547,SAD,9,AlphaAsym_O2-O1,0.06523530930280685,0.06523530930280685
211-000547,SAD,10,F8_Beta,0.01604163460433483,0.01604163460433483
211-000547,SAD,11,AlphaAsym_P8-P7,-0.011382088996469975,0.011382088996469975
211-000547,SAD,12,F8_Alpha,0.0,0.0
211-000547,SAD,13,F3_Alpha,0.0,0.0
211-000547,SAD,14,F4_Beta,0.0,0.0
211-000547,SAD,15,T7_Alpha,0.0,0.0
211-000548,JOY,1,AlphaAsym_AF8-AF7,-0.6086129546165466,0.6086129546165466
211-000548,JOY,2,AF7_Beta,0.5903785824775696,0.5903785824775696
211-000548,JOY,3,AF7_Alpha,0.43047571182250977,0.43047571182250977
211-000548,JOY,4,O1_Beta,-0.35205650329589844,0.35205650329589844
211-000548,JOY,5,AlphaAsym_O2-O1,0.3428693115711212,0.3428693115711212
211-000548,JOY,6,O1_Alpha,-0.3426661789417267,0.3426661789417267
211-000548,JOY,7,C6_Alpha,0.19364936649799347,0.19364936649799347
211-000548,JOY,8,C6_Beta,0.19005221128463745,0.19005221128463745
211-000548,JOY,9,FCz_Beta,0.11949782818555832,0.11949782818555832
211-000548,JOY,10,F3_Beta,-0.11638730764389038,0.11638730764389038
211-000548,JOY,11,FCz_Alpha,0.029671983793377876,0.029671983793377876
211-000548,JOY,12,P1_Alpha,0.0,0.0
211-000548,JOY,13,PO3_Beta,0.0,0.0
211-000548,JOY,14,P2_Beta,0.0,0.0
211-000548,JOY,15,Fz_Alpha,0.0,0.0
211-000548,NEUTRO,1,PO7_Beta,0.9394916296005249,0.9394916296005249
211-000548,NEUTRO,2,C5_Beta,-0.7773745656013489,0.7773745656013489
211-000548,NEUTRO,3,C2_Alpha,-0.43235981464385986,0.43235981464385986
211-000548,NEUTRO,4,AlphaAsym_FC2-FC1,-0.4061342179775238,0.4061342179775238
211-000548,NEUTRO,5,AlphaAsym_Fp2-Fp1,-0.39724886417388916,0.39724886417388916
211-000548,NEUTRO,6,Oz_Beta,-0.3889550268650055,0.3889550268650055
211-000548,NEUTRO,7,F3_Alpha,0.3631870448589325,0.3631870448589325
211-000548,NEUTRO,8,C5_Alpha,-0.35634586215019226,0.35634586215019226
211-000548,NEUTRO,9,F3_Beta,0.3464775085449219,0.3464775085449219
211-000548,NEUTRO,10,CP2_Alpha,0.323520302772522,0.323520302772522
211-000548,NEUTRO,11,F5_Beta,-0.31380847096443176,0.31380847096443176
211-000548,NEUTRO,12,TP7_Beta,-0.29844072461128235,0.29844072461128235
211-000548,NEUTRO,13,POz_Alpha,0.27209845185279846,0.27209845185279846
211-000548,NEUTRO,14,C6_Alpha,-0.26950952410697937,0.26950952410697937
211-000548,NEUTRO,15,P5_Beta,-0.20658636093139648,0.20658636093139648
211-000548,SAD,1,PO7_Beta,-0.6833189725875854,0.6833189725875854
211-000548,SAD,2,AlphaAsym_FC2-FC1,0.410566508769989,0.410566508769989
211-000548,SAD,3,AF7_Alpha,-0.40516769886016846,0.40516769886016846
211-000548,SAD,4,CP5_Beta,0.34620946645736694,0.34620946645736694
211-000548,SAD,5,POz_Alpha,-0.3401544392108917,0.3401544392108917
211-000548,SAD,6,C5_Beta,0.33162230253219604,0.33162230253219604
211-000548,SAD,7,AF7_Beta,-0.32614976167678833,0.32614976167678833
211-000548,SAD,8,FC1_Alpha,-0.26524460315704346,0.26524460315704346
211-000548,SAD,9,CP2_Alpha,-0.22407974302768707,0.22407974302768707
211-000548,SAD,10,F4_Beta,-0.20696550607681274,0.20696550607681274
211-000548,SAD,11,AlphaAsym_O2-O1,-0.20493988692760468,0.20493988692760468
211-000548,SAD,12,PO8_Alpha,0.17649072408676147,0.17649072408676147
211-000548,SAD,13,AlphaAsym_P6-P5,0.16642645001411438,0.16642645001411438
211-000548,SAD,14,T7_Beta,0.15533840656280518,0.15533840656280518
211-000548,SAD,15,FC4_Alpha,0.14787454903125763,0.14787454903125763
211-000549,JOY,1,Fpz_Beta,0.9459809064865112,0.9459809064865112
211-000549,JOY,2,FC5_Beta,-0.37350335717201233,0.37350335717201233
211-000549,JOY,3,P1_Beta,-0.3605464696884155,0.3605464696884155
211-000549,JOY,4,Fpz_Alpha,0.33752602338790894,0.33752602338790894
211-000549,JOY,5,AF7_Beta,-0.33224421739578247,0.33224421739578247
211-000549,JOY,6,T7_Beta,-0.2951090633869171,0.2951090633869171
211-000549,JOY,7,P4_Beta,-0.2917476296424866,0.2917476296424866
211-000549,JOY,8,F5_Beta,-0.2601836919784546,0.2601836919784546
211-000549,JOY,9,C1_Alpha,0.19287672638893127,0.19287672638893127
211-000549,JOY,10,AF3_Beta,-0.18798084557056427,0.18798084557056427
211-000549,JOY,11,Cz_Beta,0.18138056993484497,0.18138056993484497
211-000549,JOY,12,FC5_Alpha,-0.1736530363559723,0.1736530363559723
211-000549,JOY,13,AlphaAsym_FC6-FC5,0.16381993889808655,0.16381993889808655
211-000549,JOY,14,Fp2_Beta,-0.13898642361164093,0.13898642361164093
211-000549,JOY,15,CP4_Alpha,-0.12245186418294907,0.12245186418294907
211-000549,NEUTRO,1,P1_Beta,0.6510255336761475,0.6510255336761475
211-000549,NEUTRO,2,F5_Beta,0.634268045425415,0.634268045425415
211-000549,NEUTRO,3,FT7_Beta,0.5386021137237549,0.5386021137237549
211-000549,NEUTRO,4,FC2_Beta,-0.4259912669658661,0.4259912669658661
211-000549,NEUTRO,5,F1_Beta,0.30013883113861084,0.30013883113861084
211-000549,NEUTRO,6,FT8_Beta,0.2966342866420746,0.2966342866420746
211-000549,NEUTRO,7,C6_Beta,-0.2919754981994629,0.2919754981994629
211-000549,NEUTRO,8,F8_Alpha,0.2888840436935425,0.2888840436935425
211-000549,NEUTRO,9,C2_Beta,-0.24693118035793304,0.24693118035793304
211-000549,NEUTRO,10,T7_Beta,0.24506054818630219,0.24506054818630219
211-000549,NEUTRO,11,Fpz_Beta,-0.24281446635723114,0.24281446635723114
211-000549,NEUTRO,12,C1_Beta,-0.24274611473083496,0.24274611473083496
211-000549,NEUTRO,13,AF8_Alpha,-0.22711609303951263,0.22711609303951263
211-000549,NEUTRO,14,AF7_Beta,0.2113458216190338,0.2113458216190338
211-000549,NEUTRO,15,FC4_Beta,-0.1959831863641739,0.1959831863641739
211-000549,SAD,1,F2_Beta,0.6630390286445618,0.6630390286445618
211-000549,SAD,2,CP3_Beta,0.5672075152397156,0.5672075152397156
211-000549,SAD,3,AlphaAsym_F8-F7,-0.47587060928344727,0.47587060928344727
211-000549,SAD,4,CP4_Beta,0.46459823846817017,0.46459823846817017
211-000549,SAD,5,F8_Alpha,-0.42384496331214905,0.42384496331214905
211-000549,SAD,6,F8_Beta,-0.3600615859031677,0.3600615859031677
211-000549,SAD,7,AF4_Beta,0.3467307984828949,0.3467307984828949
211-000549,SAD,8,CP4_Alpha,0.3229183852672577,0.3229183852672577
211-000549,SAD,9,F2_Alpha,0.2708107531070709,0.2708107531070709
