class_label,condition,channel,band,mean_abs_shap,mean_signed_shap,n_subjects
1,NEUTRO,TP8,Beta,0.00591987119257545,0.004252403866056136,23
1,NEUTRO,TP8,Gamma,0.00916726533519533,0.007102219488616036,23
1,NEUTRO,T8,Delta,0.0026245415630400423,0.0007589910131375791,23
1,NEUTRO,T8,Theta,0.0032561846235112553,0.0031088936537345263,23
1,NEUTRO,T8,Alpha,0.004772501509660112,0.0018330082703949752,23
1,NEUTRO,T8,Beta,0.006102065732068408,0.005204888382121239,23
1,NEUTRO,T8,Gamma,0.008726126408423657,0.006104421587059351,23
1,NEUTRO,P7,Delta,0.006070475010536584,0.004062979410963872,23
1,NEUTRO,P7,Theta,0.002134208519657295,0.001706621324705912,23
1,NEUTRO,P7,Alpha,0.0042720452139159955,0.0033063747740972485,23
1,NEUTRO,P7,Beta,0.002064184051007524,0.0019063350634281647,23
1,NEUTRO,P7,Gamma,0.008551518876224056,0.007852179118018986,23
1,NEUTRO,P3,Delta,0.0015585751121012276,0.001183112645474977,23
1,NEUTRO,P3,Theta,0.0008223778837452469,-0.0002901566416728974,23
1,NEUTRO,P3,Alpha,0.006192535879705619,0.00244515309546106,23
1,NEUTRO,P3,Beta,0.015008500660616653,0.002069842527939933,23
1,NEUTRO,P3,Gamma,0.004848743116890655,0.004102769631886397,23
1,NEUTRO,CP3,Delta,0.0036270927816422368,0.0028788049983235783,23
1,NEUTRO,CP3,Theta,0.0041260378294478125,0.000654551688463613,23
1,NEUTRO,CP3,Alpha,0.004085115332048292,0.0015893960181127596,23
1,NEUTRO,CP3,Beta,0.0065494687953498686,0.005527343125160166,23
1,NEUTRO,CP3,Gamma,0.008738784474964217,0.00690385083467781,23
1,NEUTRO,CPz,Delta,0.0,0.0,23
1,NEUTRO,CPz,Theta,0.00016719337022288492,0.00010947208707136577,23
1,NEUTRO,CPz,Alpha,0.0,0.0,23
1,NEUTRO,CPz,Beta,0.009069740588237687,0.007040868890645184,23
1,NEUTRO,CPz,Gamma,0.012904460651694472,0.008644012057223505,23
1,NEUTRO,Cz,Delta,0.00612910454981091,0.005171495359763813,23
1,NEUTRO,Cz,Theta,0.004203781848679913,0.0029421059644952636,23
1,NEUTRO,Cz,Alpha,0.004257395671325081,0.0019370812553045345,23
1,NEUTRO,Cz,Beta,0.009022800006269125,0.007371699052310415,23
1,NEUTRO,Cz,Gamma,0.0303889670104458,0.027471122810143026,23
1,NEUTRO,FC4,Delta,0.014876768611569785,0.00957946902523916,23
1,NEUTRO,FC4,Theta,0.04796541144769637,0.03370519196793204,23
1,NEUTRO,FC4,Alpha,0.046077956537286704,0.04090099470479908,23
1,NEUTRO,FC4,Beta,0.13534979777873765,0.11669353590361901,23
1,NEUTRO,FC4,Gamma,0.09005145389750051,0.08712098157527697,23
1,NEUTRO,FT8,Delta,0.0032072376420803042,0.001256815150298474,23
1,NEUTRO,FT8,Theta,0.004582357514319064,0.0012970760271113265,23
1,NEUTRO,FT8,Alpha,0.01585809633809958,0.009602864349607164,23
1,NEUTRO,FT8,Beta,0.020232983099885263,0.013780797656738045,23
1,NEUTRO,FT8,Gamma,0.03489361631605652,0.03148331045986667,23
1,NEUTRO,TP7,Delta,0.0,0.0,23
1,NEUTRO,TP7,Theta,0.0007311795013871328,0.0002756319421710889,23
1,NEUTRO,TP7,Alpha,0.005233991654662216,0.004130060595064946,23
1,NEUTRO,TP7,Beta,0.019723757927957615,0.01731168957183657,23
1,NEUTRO,TP7,Gamma,0.017845961902870505,0.015315587462892417,23
1,NEUTRO,C3,Delta,0.0,0.0,23
1,NEUTRO,C3,Theta,0.0021660803495239093,-0.00033895658708219456,23
1,NEUTRO,C3,Alpha,0.0004803133593261899,0.00011802643898977744,23
