rank,subject_a,subject_b,mode,metric,score_a_to_b,score_b_to_a,compatibility,asymmetry,min_score,max_score,chance_improvement,accuracy_a_to_b,accuracy_b_to_a,f1_macro_a_to_b,f1_macro_b_to_a,rank_score
16,211-000543,211-000545,calibrated,f1_macro,0.5951339613408367,0.4727513227513227,0.5339426420460798,0.12238263858951404,0.4727513227513227,0.5951339613408367,0.20060930871274646,0.59375,0.5106382978723404,0.5951339613408367,0.4727513227513227,0.47275132275132276
17,211-000543,211-000549,calibrated,f1_macro,0.4711830540848615,0.5515011799258751,0.5113421170053682,0.08031812584101361,0.4711830540848615,0.5515011799258751,0.17800878367203493,0.4676258992805755,0.5460992907801419,0.4711830540848615,0.5515011799258751,0.47118305408486144
18,211-000554,211-000556,calibrated,f1_macro,0.5640640061692693,0.4678973644490886,0.515980685309179,0.09616664172018075,0.4678973644490886,0.5640640061692693,0.18264735197584564,0.6372549019607843,0.4744525547445255,0.5640640061692693,0.4678973644490886,0.4678973644490886
19,211-000533,211-000544,calibrated,f1_macro,0.5885458538917877,0.4668559081885977,0.5277008810401926,0.12168994570319003,0.4668559081885977,0.5885458538917877,0.19436754770685932,0.5833333333333334,0.5289855072463768,0.5885458538917877,0.4668559081885977,0.4668559081885976
20,211-000550,211-000556,calibrated,f1_macro,0.5757658425689116,0.4632780898227122,0.5195219661958119,0.11248775274619943,0.4632780898227122,0.5757658425689116,0.1861886328624786,0.6078431372549019,0.4938271604938271,0.5757658425689116,0.4632780898227122,0.46327808982271224
21,211-000539,211-000556,calibrated,f1_macro,0.4439299830604178,0.4865839243498818,0.4652569537051498,0.04265394128946398,0.4439299830604178,0.4865839243498818,0.13192362037181649,0.5,0.4924242424242424,0.4439299830604178,0.4865839243498818,0.4439299830604178
22,211-000544,211-000546,calibrated,f1_macro,0.4380964149534973,0.5907336533471718,0.5144150341503345,0.15263723839367443,0.4380964149534973,0.5907336533471718,0.1810817008170012,0.4468085106382978,0.575,0.4380964149534973,0.5907336533471718,0.43809641495349727
23,211-000539,211-000549,calibrated,f1_macro,0.5347704299110948,0.4263492063492064,0.4805598181301506,0.10842122356188838,0.4263492063492064,0.5347704299110948,0.14722648479681727,0.5467625899280576,0.4166666666666667,0.5347704299110948,0.4263492063492064,0.42634920634920637
24,211-000535,211-000543,calibrated,f1_macro,0.4691571106665446,0.4223913411128023,0.4457742258896734,0.04676576955374229,0.4223913411128023,0.4691571106665446,0.1124408925563401,0.4964539007092198,0.4257425742574257,0.4691571106665446,0.4223913411128023,0.4223913411128023
25,211-000540,211-000549,calibrated,f1_macro,0.5157555306399166,0.421502747345444,0.4686291389926803,0.09425278329447262,0.421502747345444,0.5157555306399166,0.135295805659347,0.5323741007194245,0.4509803921568627,0.5157555306399166,0.421502747345444,0.421502747345444
26,211-000547,211-000555,calibrated,f1_macro,0.7195286195286196,0.4197693760491381,0.5696489977888788,0.29975924347948146,0.4197693760491381,0.7195286195286196,0.23631566445554547,0.7293233082706767,0.4236111111111111,0.7195286195286196,0.4197693760491381,0.41976937604913805
27,211-000540,211-000543,calibrated,f1_macro,0.4194255233681757,0.5728635953026197,0.4961445593353977,0.15343807193444398,0.4194255233681757,0.5728635953026197,0.16281122600206438,0.4539007092198581,0.5686274509803921,0.4194255233681757,0.5728635953026197,0.41942552336817573
28,211-000552,211-000554,calibrated,f1_macro,0.4525373230998413,0.4165850820156642,0.43456120255775277,0.035952241084177106,0.4165850820156642,0.4525373230998413,0.10122786922441945,0.4671532846715328,0.4224137931034483,0.4525373230998413,0.4165850820156642,0.41658508201566424
29,211-000535,211-000553,calibrated,f1_macro,0.6307991317078095,0.416172013658347,0.5234855726830783,0.21462711804946255,0.416172013658347,0.6307991317078095,0.19015223934974496,0.6538461538461539,0.4455445544554455,0.6307991317078095,0.416172013658347,0.416172013658347
30,211-000540,211-000546,calibrated,f1_macro,0.4143388675048423,0.4771944024475292,0.44576663497618574,0.06285553494268692,0.4143388675048423,0.4771944024475292,0.11243330164285242,0.4680851063829787,0.4607843137254901,0.4143388675048423,0.4771944024475292,0.4143388675048423
31,211-000545,211-000557,calibrated,f1_macro,0.4138202788903722,0.4626889805158056,0.4382546297030889,0.048868701625433386,0.4138202788903722,0.4626889805158056,0.10492129636975561,0.4586466165413533,0.5104166666666666,0.4138202788903722,0.4626889805158056,0.4138202788903722
