mode,model_subject,predict_subject,accuracy,f1_macro,n_train,n_predict,model_solver,train_joy,train_neutro,train_sad,predict_joy,predict_neutro,predict_sad
calibrated,211-000539,211-000537,0.3816793893129771,0.36240981240981246,132,131,lsqr_auto,49,44,39,42,42,47
strict,211-000539,211-000540,0.5490196078431373,0.3788838612368024,132,102,lsqr_auto,49,44,39,49,33,20
calibrated,211-000539,211-000540,0.6862745098039216,0.6588176442613978,132,102,lsqr_auto,49,44,39,49,33,20
strict,211-000539,211-000541,0.29133858267716534,0.20168439716312056,132,127,lsqr_auto,49,44,39,41,40,46
calibrated,211-000539,211-000541,0.12598425196850394,0.1322357174988754,132,127,lsqr_auto,49,44,39,41,40,46
strict,211-000539,211-000543,0.3475177304964539,0.17192982456140352,132,141,lsqr_auto,49,44,39,49,45,47
calibrated,211-000539,211-000543,0.5673758865248227,0.5522834245526658,132,141,lsqr_auto,49,44,39,49,45,47
strict,211-000539,211-000544,0.225,0.12244897959183675,132,120,lsqr_auto,49,44,39,27,46,47
calibrated,211-000539,211-000544,0.3416666666666667,0.29922323539344814,132,120,lsqr_auto,49,44,39,27,46,47
strict,211-000539,211-000545,0.4583333333333333,0.20952380952380953,132,96,lsqr_auto,49,44,39,44,23,29
calibrated,211-000539,211-000545,0.7708333333333334,0.7372078143080798,132,96,lsqr_auto,49,44,39,44,23,29
strict,211-000539,211-000546,0.3971631205673759,0.26891145245740405,132,141,lsqr_auto,49,44,39,48,47,46
calibrated,211-000539,211-000546,0.6808510638297872,0.6794152046783625,132,141,lsqr_auto,49,44,39,48,47,46
strict,211-000539,211-000547,0.3263888888888889,0.16404886561954626,132,144,lsqr_auto,49,44,39,49,47,48
calibrated,211-000539,211-000547,0.08333333333333333,0.08402114677327586,132,144,lsqr_auto,49,44,39,49,47,48
strict,211-000539,211-000548,0.33962264150943394,0.16901408450704225,132,106,lsqr_auto,49,44,39,37,39,30
calibrated,211-000539,211-000548,0.1792452830188679,0.18471156578573455,132,106,lsqr_auto,49,44,39,37,39,30
strict,211-000539,211-000549,0.38848920863309355,0.2745130135865117,132,139,lsqr_auto,49,44,39,46,46,47
calibrated,211-000539,211-000549,0.5467625899280576,0.5347704299110948,132,139,lsqr_auto,49,44,39,46,46,47
strict,211-000539,211-000550,0.4691358024691358,0.2323315871702968,132,81,lsqr_auto,49,44,39,37,14,30
calibrated,211-000539,211-000550,0.3950617283950617,0.36661744801279683,132,81,lsqr_auto,49,44,39,37,14,30
strict,211-000539,211-000552,0.49137931034482757,0.37956857956857953,132,116,lsqr_auto,49,44,39,36,45,35
calibrated,211-000539,211-000552,0.3620689655172414,0.35924888744165856,132,116,lsqr_auto,49,44,39,36,45,35
strict,211-000539,211-000553,0.36538461538461536,0.1784037558685446,132,104,lsqr_auto,49,44,39,38,35,31
calibrated,211-000539,211-000553,0.47115384615384615,0.46265805907486995,132,104,lsqr_auto,49,44,39,38,35,31
strict,211-000539,211-000554,0.36496350364963503,0.3097100032583904,132,137,lsqr_auto,49,44,39,49,44,44
calibrated,211-000539,211-000554,0.5182481751824818,0.5032589987178149,132,137,lsqr_auto,49,44,39,49,44,44
strict,211-000539,211-000555,0.2706766917293233,0.15865528601377657,132,133,lsqr_auto,49,44,39,42,46,45
calibrated,211-000539,211-000555,0.13533834586466165,0.13369890835237372,132,133,lsqr_auto,49,44,39,42,46,45
strict,211-000539,211-000556,0.049019607843137254,0.04838533114395183,132,102,lsqr_auto,49,44,39,39,36,27
calibrated,211-000539,211-000556,0.5,0.4439299830604178,132,102,lsqr_auto,49,44,39,39,36,27
strict,211-000539,211-000557,0.3308270676691729,0.1900015820281601,132,133,lsqr_auto,49,44,39,45,43,45
calibrated,211-000539,211-000557,0.43609022556390975,0.43365402786937723,132,133,lsqr_auto,49,44,39,45,43,45
strict,211-000540,211-000531,0.04838709677419355,0.03076923076923077,102,62,lsqr_auto,49,33,20,35,18,9
calibrated,211-000540,211-000531,0.3870967741935484,0.2222222222222222,102,62,lsqr_auto,49,33,20,35,18,9
strict,211-000540,211-000532,0.3402777777777778,0.17102966841186737,102,144,lsqr_auto,49,33,20,49,47,48
calibrated,211-000540,211-000532,0.3194444444444444,0.29056283701962926,102,144,lsqr_auto,49,33,20,49,47,48
strict,211-000540,211-000533,0.463768115942029,0.38448844884488453,102,138,lsqr_auto,49,33,20,45,45,48
calibrated,211-000540,211-000533,0.2753623188405797,0.24509941520467837,102,138,lsqr_auto,49,33,20,45,45,48
strict,211-000540,211-000535,0.32673267326732675,0.3082014911802146,102,101,lsqr_auto,49,33,20,45,28,28
calibrated,211-000540,211-000535,0.39603960396039606,0.39402686660418623,102,101,lsqr_auto,49,33,20,45,28,28
strict,211-000540,211-000536,0.3467741935483871,0.34423179160021267,102,124,lsqr_auto,49,33,20,47,46,31
calibrated,211-000540,211-000536,0.3387096774193548,0.34351549351549354,102,124,lsqr_auto,49,33,20,47,46,31
strict,211-000540,211-000537,0.3282442748091603,0.26407294144297205,102,131,lsqr_auto,49,33,20,42,42,47
calibrated,211-000540,211-000537,0.2748091603053435,0.26552537079908756,102,131,lsqr_auto,49,33,20,42,42,47
strict,211-000540,211-000539,0.3712121212121212,0.20833333333333334,102,132,lsqr_auto,49,33,20,49,44,39
calibrated,211-000540,211-000539,0.4090909090909091,0.3828324276366863,102,132,lsqr_auto,49,33,20,49,44,39
strict,211-000540,211-000541,0.18110236220472442,0.10222222222222221,102,127,lsqr_auto,49,33,20,41,40,46
calibrated,211-000540,211-000541,0.1968503937007874,0.15209048436308162,102,127,lsqr_auto,49,33,20,41,40,46
strict,211-000540,211-000543,0.3475177304964539,0.21924455472842572,102,141,lsqr_auto,49,33,20,49,45,47
calibrated,211-000540,211-000543,0.45390070921985815,0.4194255233681757,102,141,lsqr_auto,49,33,20,49,45,47
strict,211-000540,211-000544,0.2916666666666667,0.22226229114076212,102,120,lsqr_auto,49,33,20,27,46,47
calibrated,211-000540,211-000544,0.25833333333333336,0.2703150912106136,102,120,lsqr_auto,49,33,20,27,46,47
strict,211-000540,211-000545,0.4166666666666667,0.29973544973544974,102,96,lsqr_auto,49,33,20,44,23,29
calibrated,211-000540,211-000545,0.46875,0.35444818704180703,102,96,lsqr_auto,49,33,20,44,23,29
strict,211-000540,211-000546,0.5390070921985816,0.455534633827923,102,141,lsqr_auto,49,33,20,48,47,46
calibrated,211-000540,211-000546,0.46808510638297873,0.4143388675048423,102,141,lsqr_auto,49,33,20,48,47,46
strict,211-000540,211-000547,0.375,0.2982768865121806,102,144,lsqr_auto,49,33,20,49,47,48
calibrated,211-000540,211-000547,0.2847222222222222,0.23728905979775786,102,144,lsqr_auto,49,33,20,49,47,48
strict,211-000540,211-000548,0.20754716981132076,0.13213213213213212,102,106,lsqr_auto,49,33,20,37,39,30
calibrated,211-000540,211-000548,0.12264150943396226,0.1117609597764904,102,106,lsqr_auto,49,33,20,37,39,30
strict,211-000540,211-000549,0.34532374100719426,0.19609576427255984,102,139,lsqr_auto,49,33,20,46,46,47
calibrated,211-000540,211-000549,0.5323741007194245,0.5157555306399166,102,139,lsqr_auto,49,33,20,46,46,47
strict,211-000540,211-000550,0.25925925925925924,0.24152321335419927,102,81,lsqr_auto,49,33,20,37,14,30
calibrated,211-000540,211-000550,0.5925925925925926,0.49230769230769234,102,81,lsqr_auto,49,33,20,37,14,30
strict,211-000540,211-000552,0.3017241379310345,0.15452538631346577,102,116,lsqr_auto,49,33,20,36,45,35
calibrated,211-000540,211-000552,0.5,0.49692711659924776,102,116,lsqr_auto,49,33,20,36,45,35
strict,211-000540,211-000553,0.2980769230769231,0.15308641975308643,102,104,lsqr_auto,49,33,20,38,35,31
calibrated,211-000540,211-000553,0.4519230769230769,0.40937879289418516,102,104,lsqr_auto,49,33,20,38,35,31
strict,211-000540,211-000554,0.32116788321167883,0.16206261510128914,102,137,lsqr_auto,49,33,20,49,44,44
calibrated,211-000540,211-000554,0.5693430656934306,0.5339620551170198,102,137,lsqr_auto,49,33,20,49,44,44
strict,211-000540,211-000555,0.12781954887218044,0.11598915989159891,102,133,lsqr_auto,49,33,20,42,46,45
calibrated,211-000540,211-000555,0.14285714285714285,0.12764394646747587,102,133,lsqr_auto,49,33,20,42,46,45
strict,211-000540,211-000556,0.3137254901960784,0.23647186147186147,102,102,lsqr_auto,49,33,20,39,36,27
calibrated,211-000540,211-000556,0.5882352941176471,0.5675266597867217,102,102,lsqr_auto,49,33,20,39,36,27
strict,211-000540,211-000557,0.3383458646616541,0.1694915254237288,102,133,lsqr_auto,49,33,20,45,43,45
calibrated,211-000540,211-000557,0.6466165413533834,0.6384996161150847,102,133,lsqr_auto,49,33,20,45,43,45
strict,211-000541,211-000531,0.6774193548387096,0.5959950132460652,127,62,lsqr_auto,41,40,46,35,18,9
calibrated,211-000541,211-000531,0.5645161290322581,0.5279977313875619,127,62,lsqr_auto,41,40,46,35,18,9
strict,211-000541,211-000532,0.3125,0.2165373824063377,127,144,lsqr_auto,41,40,46,49,47,48
calibrated,211-000541,211-000532,0.3125,0.3130784559355988,127,144,lsqr_auto,41,40,46,49,47,48
strict,211-000541,211-000533,0.32608695652173914,0.16393442622950818,127,138,lsqr_auto,41,40,46,45,45,48
calibrated,211-000541,211-000533,0.2463768115942029,0.24426450742240216,127,138,lsqr_auto,41,40,46,45,45,48
strict,211-000541,211-000535,0.38613861386138615,0.3023927173547279,127,101,lsqr_auto,41,40,46,45,28,28
calibrated,211-000541,211-000535,0.6633663366336634,0.6504119080709811,127,101,lsqr_auto,41,40,46,45,28,28
strict,211-000541,211-000536,0.3790322580645161,0.2055722891566265,127,124,lsqr_auto,41,40,46,47,46,31
calibrated,211-000541,211-000536,0.21774193548387097,0.22814685314685312,127,124,lsqr_auto,41,40,46,47,46,31
strict,211-000541,211-000537,0.4961832061068702,0.3952380952380952,127,131,lsqr_auto,41,40,46,42,42,47
calibrated,211-000541,211-000537,0.4198473282442748,0.3764111705288176,127,131,lsqr_auto,41,40,46,42,42,47
strict,211-000541,211-000539,0.6060606060606061,0.4881794745214196,127,132,lsqr_auto,41,40,46,49,44,39
calibrated,211-000541,211-000539,0.3181818181818182,0.3184462596227302,127,132,lsqr_auto,41,40,46,49,44,39
strict,211-000541,211-000540,0.18627450980392157,0.15021899170627154,127,102,lsqr_auto,41,40,46,49,33,20
calibrated,211-000541,211-000540,0.14705882352941177,0.14886758659727217,127,102,lsqr_auto,41,40,46,49,33,20
strict,211-000541,211-000543,0.3475177304964539,0.1746880570409982,127,141,lsqr_auto,41,40,46,49,45,47
calibrated,211-000541,211-000543,0.28368794326241137,0.27909824258138866,127,141,lsqr_auto,41,40,46,49,45,47
strict,211-000541,211-000544,0.38333333333333336,0.18473895582329317,127,120,lsqr_auto,41,40,46,27,46,47
calibrated,211-000541,211-000544,0.5916666666666667,0.5867343336863208,127,120,lsqr_auto,41,40,46,27,46,47
strict,211-000541,211-000545,0.46875,0.3557312252964427,127,96,lsqr_auto,41,40,46,44,23,29
calibrated,211-000541,211-000545,0.34375,0.33598435462842247,127,96,lsqr_auto,41,40,46,44,23,29
strict,211-000541,211-000546,0.19858156028368795,0.14102564102564102,127,141,lsqr_auto,41,40,46,48,47,46
calibrated,211-000541,211-000546,0.23404255319148937,0.23799379547561325,127,141,lsqr_auto,41,40,46,48,47,46
strict,211-000541,211-000547,0.3194444444444444,0.18585858585858586,127,144,lsqr_auto,41,40,46,49,47,48
calibrated,211-000541,211-000547,0.2638888888888889,0.27395839240281417,127,144,lsqr_auto,41,40,46,49,47,48
strict,211-000541,211-000548,0.3584905660377358,0.17715617715617715,127,106,lsqr_auto,41,40,46,37,39,30
calibrated,211-000541,211-000548,0.41509433962264153,0.4089150286333385,127,106,lsqr_auto,41,40,46,37,39,30
strict,211-000541,211-000549,0.33093525179856115,0.24592194376367038,127,139,lsqr_auto,41,40,46,46,46,47
calibrated,211-000541,211-000549,0.2589928057553957,0.26002472239031377,127,139,lsqr_auto,41,40,46,46,46,47
strict,211-000541,211-000550,0.5308641975308642,0.3857212905756595,127,81,lsqr_auto,41,40,46,37,14,30
calibrated,211-000541,211-000550,0.5555555555555556,0.5517307864765492,127,81,lsqr_auto,41,40,46,37,14,30
strict,211-000541,211-000552,0.3706896551724138,0.19936204146730463,127,116,lsqr_auto,41,40,46,36,45,35
calibrated,211-000541,211-000552,0.20689655172413793,0.19500180223477112,127,116,lsqr_auto,41,40,46,36,45,35
strict,211-000541,211-000553,0.34615384615384615,0.18617614269788185,127,104,lsqr_auto,41,40,46,38,35,31
calibrated,211-000541,211-000553,0.3076923076923077,0.31005600019227536,127,104,lsqr_auto,41,40,46,38,35,31
strict,211-000541,211-000554,0.35036496350364965,0.17297297297297298,127,137,lsqr_auto,41,40,46,49,44,44
calibrated,211-000541,211-000554,0.1897810218978102,0.18078231292517008,127,137,lsqr_auto,41,40,46,49,44,44
strict,211-000541,211-000555,0.3609022556390977,0.30671497584541063,127,133,lsqr_auto,41,40,46,42,46,45
calibrated,211-000541,211-000555,0.24812030075187969,0.24207975324961448,127,133,lsqr_auto,41,40,46,42,46,45
strict,211-000541,211-000556,0.39215686274509803,0.20952380952380953,127,102,lsqr_auto,41,40,46,39,36,27
calibrated,211-000541,211-000556,0.24509803921568626,0.24775818920926,127,102,lsqr_auto,41,40,46,39,36,27
strict,211-000541,211-000557,0.3233082706766917,0.16287878787878787,127,133,lsqr_auto,41,40,46,45,43,45
calibrated,211-000541,211-000557,0.37593984962406013,0.35243241984815016,127,133,lsqr_auto,41,40,46,45,43,45
strict,211-000543,211-000531,0.14516129032258066,0.08450704225352113,141,62,lsqr_auto,49,45,47,35,18,9
calibrated,211-000543,211-000531,0.12903225806451613,0.1206454346759445,141,62,lsqr_auto,49,45,47,35,18,9
strict,211-000543,211-000532,0.3125,0.18917889121737475,141,144,lsqr_auto,49,45,47,49,47,48
calibrated,211-000543,211-000532,0.3194444444444444,0.31373246718489595,141,144,lsqr_auto,49,45,47,49,47,48
strict,211-000543,211-000533,0.32608695652173914,0.16393442622950818,141,138,lsqr_auto,49,45,47,45,45,48
calibrated,211-000543,211-000533,0.3188405797101449,0.30963829528300174,141,138,lsqr_auto,49,45,47,45,45,48
strict,211-000543,211-000535,0.27722772277227725,0.14470284237726097,141,101,lsqr_auto,49,45,47,45,28,28
calibrated,211-000543,211-000535,0.42574257425742573,0.42239134111280235,141,101,lsqr_auto,49,45,47,45,28,28
strict,211-000543,211-000536,0.28225806451612906,0.264378302983554,141,124,lsqr_auto,49,45,47,47,46,31
calibrated,211-000543,211-000536,0.25806451612903225,0.2250980691347664,141,124,lsqr_auto,49,45,47,47,46,31
strict,211-000543,211-000537,0.33587786259541985,0.19404572036150983,141,131,lsqr_auto,49,45,47,42,42,47
calibrated,211-000543,211-000537,0.19083969465648856,0.17342534009200675,141,131,lsqr_auto,49,45,47,42,42,47
strict,211-000543,211-000539,0.3484848484848485,0.26049313005834746,141,132,lsqr_auto,49,45,47,49,44,39
calibrated,211-000543,211-000539,0.5909090909090909,0.5868606701940036,141,132,lsqr_auto,49,45,47,49,44,39
strict,211-000543,211-000540,0.5588235294117647,0.48256330749354,141,102,lsqr_auto,49,45,47,49,33,20
calibrated,211-000543,211-000540,0.5686274509803921,0.5728635953026197,141,102,lsqr_auto,49,45,47,49,33,20
strict,211-000543,211-000541,0.2755905511811024,0.1661257606490872,141,127,lsqr_auto,49,45,47,41,40,46
calibrated,211-000543,211-000541,0.33858267716535434,0.330982905982906,141,127,lsqr_auto,49,45,47,41,40,46
strict,211-000543,211-000544,0.39166666666666666,0.18762475049900199,141,120,lsqr_auto,49,45,47,27,46,47
calibrated,211-000543,211-000544,0.3,0.29423076923076924,141,120,lsqr_auto,49,45,47,27,46,47
strict,211-000543,211-000545,0.375,0.29386370644465004,141,96,lsqr_auto,49,45,47,44,23,29
calibrated,211-000543,211-000545,0.59375,0.5951339613408367,141,96,lsqr_auto,49,45,47,44,23,29
strict,211-000543,211-000546,0.3829787234042553,0.26428137552659936,141,141,lsqr_auto,49,45,47,48,47,46
calibrated,211-000543,211-000546,0.6312056737588653,0.6348737463054889,141,141,lsqr_auto,49,45,47,48,47,46
strict,211-000543,211-000547,0.3263888888888889,0.16404886561954626,141,144,lsqr_auto,49,45,47,49,47,48
calibrated,211-000543,211-000547,0.3611111111111111,0.3488894247514937,141,144,lsqr_auto,49,45,47,49,47,48
strict,211-000543,211-000548,0.36792452830188677,0.1793103448275862,141,106,lsqr_auto,49,45,47,37,39,30
calibrated,211-000543,211-000548,0.3867924528301887,0.36764453594098473,141,106,lsqr_auto,49,45,47,37,39,30
strict,211-000543,211-000549,0.38848920863309355,0.32905678958310536,141,139,lsqr_auto,49,45,47,46,46,47
calibrated,211-000543,211-000549,0.4676258992805755,0.47118305408486155,141,139,lsqr_auto,49,45,47,46,46,47
strict,211-000543,211-000550,0.4567901234567901,0.3621933621933622,141,81,lsqr_auto,49,45,47,37,14,30
calibrated,211-000543,211-000550,0.5308641975308642,0.49748054598800867,141,81,lsqr_auto,49,45,47,37,14,30
strict,211-000543,211-000552,0.3879310344827586,0.18633540372670807,141,116,lsqr_auto,49,45,47,36,45,35
calibrated,211-000543,211-000552,0.4396551724137931,0.4272637016844196,141,116,lsqr_auto,49,45,47,36,45,35
strict,211-000543,211-000553,0.19230769230769232,0.15089514066496165,141,104,lsqr_auto,49,45,47,38,35,31
calibrated,211-000543,211-000553,0.36538461538461536,0.3587485981506168,141,104,lsqr_auto,49,45,47,38,35,31
strict,211-000543,211-000554,0.29927007299270075,0.1544256120527307,141,137,lsqr_auto,49,45,47,49,44,44
calibrated,211-000543,211-000554,0.29927007299270075,0.2964498496002002,141,137,lsqr_auto,49,45,47,49,44,44
strict,211-000543,211-000555,0.06015037593984962,0.04690225120072983,141,133,lsqr_auto,49,45,47,42,46,45
calibrated,211-000543,211-000555,0.20300751879699247,0.21490778533177268,141,133,lsqr_auto,49,45,47,42,46,45
strict,211-000543,211-000556,0.43137254901960786,0.38840579710144923,141,102,lsqr_auto,49,45,47,39,36,27
calibrated,211-000543,211-000556,0.5784313725490197,0.5709096069249325,141,102,lsqr_auto,49,45,47,39,36,27
strict,211-000543,211-000557,0.3157894736842105,0.16,141,133,lsqr_auto,49,45,47,45,43,45
calibrated,211-000543,211-000557,0.49624060150375937,0.4912442396313364,141,133,lsqr_auto,49,45,47,45,43,45
strict,211-000544,211-000531,0.14516129032258066,0.08450704225352113,120,62,lsqr_auto,27,46,47,35,18,9
calibrated,211-000544,211-000531,0.41935483870967744,0.41090909090909095,120,62,lsqr_auto,27,46,47,35,18,9
strict,211-000544,211-000532,0.3263888888888889,0.18817685047193244,120,144,lsqr_auto,27,46,47,49,47,48
calibrated,211-000544,211-000532,0.3541666666666667,0.32617866004962776,120,144,lsqr_auto,27,46,47,49,47,48
strict,211-000544,211-000533,0.39855072463768115,0.26577939100625125,120,138,lsqr_auto,27,46,47,45,45,48
calibrated,211-000544,211-000533,0.5289855072463768,0.46685590818859773,120,138,lsqr_auto,27,46,47,45,45,48
strict,211-000544,211-000535,0.27722772277227725,0.14470284237726097,120,101,lsqr_auto,27,46,47,45,28,28
calibrated,211-000544,211-000535,0.2079207920792079,0.2058823529411765,120,101,lsqr_auto,27,46,47,45,28,28
strict,211-000544,211-000536,0.25806451612903225,0.198005698005698,120,124,lsqr_auto,27,46,47,47,46,31
calibrated,211-000544,211-000536,0.27419354838709675,0.2709237177322284,120,124,lsqr_auto,27,46,47,47,46,31
strict,211-000544,211-000537,0.35877862595419846,0.178030303030303,120,131,lsqr_auto,27,46,47,42,42,47
calibrated,211-000544,211-000537,0.31297709923664124,0.27618568795039383,120,131,lsqr_auto,27,46,47,42,42,47
strict,211-000544,211-000539,0.3939393939393939,0.285550364724203,120,132,lsqr_auto,27,46,47,49,44,39
calibrated,211-000544,211-000539,0.3484848484848485,0.32269503546099293,120,132,lsqr_auto,27,46,47,49,44,39
strict,211-000544,211-000540,0.19607843137254902,0.1374570446735395,120,102,lsqr_auto,27,46,47,49,33,20
calibrated,211-000544,211-000540,0.1568627450980392,0.15517649846008055,120,102,lsqr_auto,27,46,47,49,33,20
strict,211-000544,211-000541,0.3228346456692913,0.19707276850133995,120,127,lsqr_auto,27,46,47,41,40,46
calibrated,211-000544,211-000541,0.36220472440944884,0.32304984581923285,120,127,lsqr_auto,27,46,47,41,40,46
strict,211-000544,211-000543,0.3333333333333333,0.16666666666666666,120,141,lsqr_auto,27,46,47,49,45,47
calibrated,211-000544,211-000543,0.36879432624113473,0.31546946462200703,120,141,lsqr_auto,27,46,47,49,45,47
strict,211-000544,211-000545,0.22916666666666666,0.19948849104859337,120,96,lsqr_auto,27,46,47,44,23,29
calibrated,211-000544,211-000545,0.16666666666666666,0.1682193232506184,120,96,lsqr_auto,27,46,47,44,23,29
strict,211-000544,211-000546,0.46099290780141844,0.4008044517026553,120,141,lsqr_auto,27,46,47,48,47,46
calibrated,211-000544,211-000546,0.44680851063829785,0.4380964149534973,120,141,lsqr_auto,27,46,47,48,47,46
strict,211-000544,211-000547,0.5763888888888888,0.49041095890410963,120,144,lsqr_auto,27,46,47,49,47,48
calibrated,211-000544,211-000547,0.5625,0.572418458388182,120,144,lsqr_auto,27,46,47,49,47,48
strict,211-000544,211-000548,0.36792452830188677,0.18055555555555555,120,106,lsqr_auto,27,46,47,37,39,30
calibrated,211-000544,211-000548,0.44339622641509435,0.38041565480589873,120,106,lsqr_auto,27,46,47,37,39,30
strict,211-000544,211-000549,0.35251798561151076,0.2084981684981685,120,139,lsqr_auto,27,46,47,46,46,47
calibrated,211-000544,211-000549,0.19424460431654678,0.19063130927537708,120,139,lsqr_auto,27,46,47,46,46,47
strict,211-000544,211-000550,0.49382716049382713,0.4110767113863089,120,81,lsqr_auto,27,46,47,37,14,30
calibrated,211-000544,211-000550,0.3950617283950617,0.3564027370478984,120,81,lsqr_auto,27,46,47,37,14,30
strict,211-000544,211-000552,0.39655172413793105,0.3218314532183146,120,116,lsqr_auto,27,46,47,36,45,35
calibrated,211-000544,211-000552,0.5948275862068966,0.5911814053721235,120,116,lsqr_auto,27,46,47,36,45,35
strict,211-000544,211-000553,0.20192307692307693,0.15397536394176933,120,104,lsqr_auto,27,46,47,38,35,31
calibrated,211-000544,211-000553,0.19230769230769232,0.1857928166566977,120,104,lsqr_auto,27,46,47,38,35,31
strict,211-000544,211-000554,0.32116788321167883,0.16206261510128914,120,137,lsqr_auto,27,46,47,49,44,44
calibrated,211-000544,211-000554,0.291970802919708,0.23687860289081208,120,137,lsqr_auto,27,46,47,49,44,44
strict,211-000544,211-000555,0.08270676691729323,0.05926916221033868,120,133,lsqr_auto,27,46,47,42,46,45
calibrated,211-000544,211-000555,0.07518796992481203,0.06201292398147377,120,133,lsqr_auto,27,46,47,42,46,45
strict,211-000544,211-000556,0.2647058823529412,0.17647058823529413,120,102,lsqr_auto,27,46,47,39,36,27
calibrated,211-000544,211-000556,0.2647058823529412,0.18947368421052632,120,102,lsqr_auto,27,46,47,39,36,27
strict,211-000544,211-000557,0.3233082706766917,0.17510393739300564,120,133,lsqr_auto,27,46,47,45,43,45
calibrated,211-000544,211-000557,0.3533834586466165,0.3546216507024959,120,133,lsqr_auto,27,46,47,45,43,45
strict,211-000545,211-000531,0.27419354838709675,0.1574074074074074,96,62,lsqr_auto,44,23,29,35,18,9
calibrated,211-000545,211-000531,0.3387096774193548,0.2431372549019608,96,62,lsqr_auto,44,23,29,35,18,9
strict,211-000545,211-000532,0.3680555555555556,0.23522555875497053,96,144,lsqr_auto,44,23,29,49,47,48
calibrated,211-000545,211-000532,0.4375,0.4358360098242962,96,144,lsqr_auto,44,23,29,49,47,48
strict,211-000545,211-000533,0.32608695652173914,0.16393442622950818,96,138,lsqr_auto,44,23,29,45,45,48
calibrated,211-000545,211-000533,0.18840579710144928,0.16380061422159223,96,138,lsqr_auto,44,23,29,45,45,48
strict,211-000545,211-000535,0.26732673267326734,0.15998696643857935,96,101,lsqr_auto,44,23,29,45,28,28
calibrated,211-000545,211-000535,0.5742574257425742,0.5095730249814364,96,101,lsqr_auto,44,23,29,45,28,28
strict,211-000545,211-000536,0.3387096774193548,0.25616883116883116,96,124,lsqr_auto,44,23,29,47,46,31
calibrated,211-000545,211-000536,0.20967741935483872,0.23024585123762467,96,124,lsqr_auto,44,23,29,47,46,31
strict,211-000545,211-000537,0.3969465648854962,0.28034188034188035,96,131,lsqr_auto,44,23,29,42,42,47
calibrated,211-000545,211-000537,0.4732824427480916,0.43034694773825205,96,131,lsqr_auto,44,23,29,42,42,47
strict,211-000545,211-000539,0.3333333333333333,0.16666666666666666,96,132,lsqr_auto,44,23,29,49,44,39
calibrated,211-000545,211-000539,0.553030303030303,0.5020232096503283,96,132,lsqr_auto,44,23,29,49,44,39
strict,211-000545,211-000540,0.6176470588235294,0.5737964351157755,96,102,lsqr_auto,44,23,29,49,33,20
calibrated,211-000545,211-000540,0.6274509803921569,0.5959523809523809,96,102,lsqr_auto,44,23,29,49,33,20
strict,211-000545,211-000541,0.4881889763779528,0.3994874545562906,96,127,lsqr_auto,44,23,29,41,40,46
calibrated,211-000545,211-000541,0.4094488188976378,0.38376646856013724,96,127,lsqr_auto,44,23,29,41,40,46
strict,211-000545,211-000543,0.3191489361702128,0.16666666666666666,96,141,lsqr_auto,44,23,29,49,45,47
calibrated,211-000545,211-000543,0.5106382978723404,0.47275132275132276,96,141,lsqr_auto,44,23,29,49,45,47
strict,211-000545,211-000544,0.38333333333333336,0.18473895582329317,96,120,lsqr_auto,44,23,29,27,46,47
calibrated,211-000545,211-000544,0.2833333333333333,0.27921884494858623,96,120,lsqr_auto,44,23,29,27,46,47
strict,211-000545,211-000546,0.6453900709219859,0.5364331723027376,96,141,lsqr_auto,44,23,29,48,47,46
calibrated,211-000545,211-000546,0.7659574468085106,0.7643936300530828,96,141,lsqr_auto,44,23,29,48,47,46
strict,211-000545,211-000547,0.3263888888888889,0.16404886561954626,96,144,lsqr_auto,44,23,29,49,47,48
calibrated,211-000545,211-000547,0.04861111111111111,0.049024350911143356,96,144,lsqr_auto,44,23,29,49,47,48
strict,211-000545,211-000548,0.36792452830188677,0.1793103448275862,96,106,lsqr_auto,44,23,29,37,39,30
calibrated,211-000545,211-000548,0.07547169811320754,0.09213577904279992,96,106,lsqr_auto,44,23,29,37,39,30
strict,211-000545,211-000549,0.3381294964028777,0.18085106382978722,96,139,lsqr_auto,44,23,29,46,46,47
calibrated,211-000545,211-000549,0.3669064748201439,0.33274444045195034,96,139,lsqr_auto,44,23,29,46,46,47
strict,211-000545,211-000550,0.1728395061728395,0.0982456140350877,96,81,lsqr_auto,44,23,29,37,14,30
calibrated,211-000545,211-000550,0.6049382716049383,0.5130340072868809,96,81,lsqr_auto,44,23,29,37,14,30
strict,211-000545,211-000552,0.3879310344827586,0.18633540372670807,96,116,lsqr_auto,44,23,29,36,45,35
calibrated,211-000545,211-000552,0.27586206896551724,0.2540775816712106,96,116,lsqr_auto,44,23,29,36,45,35
strict,211-000545,211-000553,0.33653846153846156,0.16786570743405274,96,104,lsqr_auto,44,23,29,38,35,31
calibrated,211-000545,211-000553,0.6153846153846154,0.6013014568297247,96,104,lsqr_auto,44,23,29,38,35,31
strict,211-000545,211-000554,0.32116788321167883,0.16206261510128914,96,137,lsqr_auto,44,23,29,49,44,44
calibrated,211-000545,211-000554,0.40875912408759124,0.3612451041022469,96,137,lsqr_auto,44,23,29,49,44,44
strict,211-000545,211-000555,0.3458646616541353,0.1713221601489758,96,133,lsqr_auto,44,23,29,42,46,45
calibrated,211-000545,211-000555,0.18045112781954886,0.1594069225767736,96,133,lsqr_auto,44,23,29,42,46,45
strict,211-000545,211-000556,0.35294117647058826,0.17391304347826086,96,102,lsqr_auto,44,23,29,39,36,27
