mode,model_subject,predict_subject,accuracy,f1_macro,n_train,n_predict,model_solver,train_joy,train_neutro,train_sad,predict_joy,predict_neutro,predict_sad
strict,211-000531,211-000548,0.39622641509433965,0.26507887411073305,62,106,lsqr_auto,35,18,9,37,39,30
calibrated,211-000531,211-000548,0.4339622641509434,0.34026790713701166,62,106,lsqr_auto,35,18,9,37,39,30
strict,211-000531,211-000549,0.3381294964028777,0.18085106382978722,62,139,lsqr_auto,35,18,9,46,46,47
calibrated,211-000531,211-000549,0.28776978417266186,0.2257495590828924,62,139,lsqr_auto,35,18,9,46,46,47
strict,211-000531,211-000550,0.1728395061728395,0.1048689138576779,62,81,lsqr_auto,35,18,9,37,14,30
calibrated,211-000531,211-000550,0.07407407407407407,0.0691358024691358,62,81,lsqr_auto,35,18,9,37,14,30
strict,211-000531,211-000552,0.49137931034482757,0.4020594194810223,62,116,lsqr_auto,35,18,9,36,45,35
calibrated,211-000531,211-000552,0.4224137931034483,0.3677492877492878,62,116,lsqr_auto,35,18,9,36,45,35
strict,211-000531,211-000553,0.28846153846153844,0.15503875968992248,62,104,lsqr_auto,35,18,9,38,35,31
calibrated,211-000531,211-000553,0.25961538461538464,0.17683096630465048,62,104,lsqr_auto,35,18,9,38,35,31
strict,211-000531,211-000554,0.2846715328467153,0.1818552082272681,62,137,lsqr_auto,35,18,9,49,44,44
calibrated,211-000531,211-000554,0.22627737226277372,0.18591439424772757,62,137,lsqr_auto,35,18,9,49,44,44
strict,211-000531,211-000555,0.2932330827067669,0.16149068322981366,62,133,lsqr_auto,35,18,9,42,46,45
calibrated,211-000531,211-000555,0.2857142857142857,0.18997730050637332,62,133,lsqr_auto,35,18,9,42,46,45
strict,211-000531,211-000556,0.0784313725490196,0.07555649181939471,62,102,lsqr_auto,35,18,9,39,36,27
calibrated,211-000531,211-000556,0.049019607843137254,0.03115264797507788,62,102,lsqr_auto,35,18,9,39,36,27
strict,211-000531,211-000557,0.3233082706766917,0.16287878787878787,62,133,lsqr_auto,35,18,9,45,43,45
calibrated,211-000531,211-000557,0.15789473684210525,0.1279495698100349,62,133,lsqr_auto,35,18,9,45,43,45
strict,211-000532,211-000531,0.20967741935483872,0.17685518143184045,144,62,lsqr_auto,49,47,48,35,18,9
calibrated,211-000532,211-000531,0.6451612903225806,0.5276976896167301,144,62,lsqr_auto,49,47,48,35,18,9
strict,211-000532,211-000533,0.1956521739130435,0.1276595744680851,144,138,lsqr_auto,49,47,48,45,45,48
calibrated,211-000532,211-000533,0.13768115942028986,0.12640681387903285,144,138,lsqr_auto,49,47,48,45,45,48
strict,211-000532,211-000535,0.27722772277227725,0.14470284237726097,144,101,lsqr_auto,49,47,48,45,28,28
calibrated,211-000532,211-000535,0.1188118811881188,0.12146030491330535,144,101,lsqr_auto,49,47,48,45,28,28
strict,211-000532,211-000536,0.3548387096774194,0.221906728618138,144,124,lsqr_auto,49,47,48,47,46,31
calibrated,211-000532,211-000536,0.08064516129032258,0.07012987012987014,144,124,lsqr_auto,49,47,48,47,46,31
strict,211-000532,211-000537,0.35877862595419846,0.17602996254681647,144,131,lsqr_auto,49,47,48,42,42,47
calibrated,211-000532,211-000537,0.31297709923664124,0.2972952523514321,144,131,lsqr_auto,49,47,48,42,42,47
strict,211-000532,211-000539,0.29545454545454547,0.15204678362573099,144,132,lsqr_auto,49,47,48,49,44,39
calibrated,211-000532,211-000539,0.32575757575757575,0.3184863582015657,144,132,lsqr_auto,49,47,48,49,44,39
strict,211-000532,211-000540,0.23529411764705882,0.18343405616779238,144,102,lsqr_auto,49,47,48,49,33,20
calibrated,211-000532,211-000540,0.3137254901960784,0.2670940170940171,144,102,lsqr_auto,49,47,48,49,33,20
strict,211-000532,211-000541,0.36220472440944884,0.1772639691714836,144,127,lsqr_auto,49,47,48,41,40,46
calibrated,211-000532,211-000541,0.3543307086614173,0.3106498688456703,144,127,lsqr_auto,49,47,48,41,40,46
strict,211-000532,211-000543,0.3191489361702128,0.16574585635359115,144,141,lsqr_auto,49,47,48,49,45,47
calibrated,211-000532,211-000543,0.2907801418439716,0.27986845196147525,144,141,lsqr_auto,49,47,48,49,45,47
strict,211-000532,211-000544,0.39166666666666666,0.23030303030303031,144,120,lsqr_auto,49,47,48,27,46,47
calibrated,211-000532,211-000544,0.225,0.2236842105263158,144,120,lsqr_auto,49,47,48,27,46,47
strict,211-000532,211-000545,0.3020833333333333,0.15466666666666667,144,96,lsqr_auto,49,47,48,44,23,29
calibrated,211-000532,211-000545,0.3229166666666667,0.29332781913427075,144,96,lsqr_auto,49,47,48,44,23,29
strict,211-000532,211-000546,0.3971631205673759,0.40608740608740607,144,141,lsqr_auto,49,47,48,48,47,46
calibrated,211-000532,211-000546,0.49645390070921985,0.46243120394270454,144,141,lsqr_auto,49,47,48,48,47,46
strict,211-000532,211-000547,0.3194444444444444,0.26057302585604475,144,144,lsqr_auto,49,47,48,49,47,48
calibrated,211-000532,211-000547,0.2986111111111111,0.2949972874525304,144,144,lsqr_auto,49,47,48,49,47,48
strict,211-000532,211-000548,0.11320754716981132,0.10126582278481013,144,106,lsqr_auto,49,47,48,37,39,30
calibrated,211-000532,211-000548,0.2358490566037736,0.2280189597262768,144,106,lsqr_auto,49,47,48,37,39,30
strict,211-000532,211-000549,0.3597122302158273,0.22272727272727275,144,139,lsqr_auto,49,47,48,46,46,47
calibrated,211-000532,211-000549,0.3237410071942446,0.3163748442520821,144,139,lsqr_auto,49,47,48,46,46,47
strict,211-000532,211-000550,0.4444444444444444,0.2878182200715338,144,81,lsqr_auto,49,47,48,37,14,30
calibrated,211-000532,211-000550,0.2345679012345679,0.23369911742004765,144,81,lsqr_auto,49,47,48,37,14,30
strict,211-000532,211-000552,0.3017241379310345,0.15555555555555556,144,116,lsqr_auto,49,47,48,36,45,35
calibrated,211-000532,211-000552,0.1206896551724138,0.11667187581392925,144,116,lsqr_auto,49,47,48,36,45,35
strict,211-000532,211-000553,0.3173076923076923,0.2075822134819185,144,104,lsqr_auto,49,47,48,38,35,31
calibrated,211-000532,211-000553,0.23076923076923078,0.22083333333333333,144,104,lsqr_auto,49,47,48,38,35,31
strict,211-000532,211-000554,0.3357664233576642,0.3191857412040898,144,137,lsqr_auto,49,47,48,49,44,44
calibrated,211-000532,211-000554,0.21897810218978103,0.21841626552604174,144,137,lsqr_auto,49,47,48,49,44,44
strict,211-000532,211-000555,0.2556390977443609,0.20293581913639772,144,133,lsqr_auto,49,47,48,42,46,45
calibrated,211-000532,211-000555,0.3233082706766917,0.29331078224101476,144,133,lsqr_auto,49,47,48,42,46,45
strict,211-000532,211-000556,0.3235294117647059,0.2783625730994152,144,102,lsqr_auto,49,47,48,39,36,27
calibrated,211-000532,211-000556,0.17647058823529413,0.1949509116409537,144,102,lsqr_auto,49,47,48,39,36,27
strict,211-000532,211-000557,0.39849624060150374,0.2933057280883368,144,133,lsqr_auto,49,47,48,45,43,45
calibrated,211-000532,211-000557,0.3308270676691729,0.3050518367591538,144,133,lsqr_auto,49,47,48,45,43,45
strict,211-000533,211-000531,0.6451612903225806,0.4470054129561725,138,62,lsqr_auto,45,45,48,35,18,9
calibrated,211-000533,211-000531,0.6935483870967742,0.5794169301018616,138,62,lsqr_auto,45,45,48,35,18,9
strict,211-000533,211-000532,0.2638888888888889,0.1501123868537756,138,144,lsqr_auto,45,45,48,49,47,48
calibrated,211-000533,211-000532,0.2361111111111111,0.20513602847698956,138,144,lsqr_auto,45,45,48,49,47,48
strict,211-000533,211-000535,0.44554455445544555,0.20547945205479454,138,101,lsqr_auto,45,45,48,45,28,28
calibrated,211-000533,211-000535,0.26732673267326734,0.25586178527354997,138,101,lsqr_auto,45,45,48,45,28,28
strict,211-000533,211-000536,0.3467741935483871,0.24311435523114355,138,124,lsqr_auto,45,45,48,47,46,31
calibrated,211-000533,211-000536,0.4112903225806452,0.344758064516129,138,124,lsqr_auto,45,45,48,47,46,31
strict,211-000533,211-000537,0.32061068702290074,0.16184971098265896,138,131,lsqr_auto,45,45,48,42,42,47
calibrated,211-000533,211-000537,0.4198473282442748,0.36813537675606645,138,131,lsqr_auto,45,45,48,42,42,47
strict,211-000533,211-000539,0.4090909090909091,0.30106401534972965,138,132,lsqr_auto,45,45,48,49,44,39
calibrated,211-000533,211-000539,0.19696969696969696,0.21860347742700684,138,132,lsqr_auto,45,45,48,49,44,39
strict,211-000533,211-000540,0.4803921568627451,0.2163355408388521,138,102,lsqr_auto,45,45,48,49,33,20
calibrated,211-000533,211-000540,0.3235294117647059,0.25607118534982753,138,102,lsqr_auto,45,45,48,49,33,20
strict,211-000533,211-000541,0.3228346456692913,0.1626984126984127,138,127,lsqr_auto,45,45,48,41,40,46
calibrated,211-000533,211-000541,0.3228346456692913,0.2788677188790375,138,127,lsqr_auto,45,45,48,41,40,46
strict,211-000533,211-000543,0.3120567375886525,0.2030710835058661,138,141,lsqr_auto,45,45,48,49,45,47
calibrated,211-000533,211-000543,0.2765957446808511,0.27655840987897834,138,141,lsqr_auto,45,45,48,49,45,47
strict,211-000533,211-000544,0.24166666666666667,0.15201791672379908,138,120,lsqr_auto,45,45,48,27,46,47
calibrated,211-000533,211-000544,0.5833333333333334,0.5885458538917877,138,120,lsqr_auto,45,45,48,27,46,47
strict,211-000533,211-000545,0.3958333333333333,0.34408994596348225,138,96,lsqr_auto,45,45,48,44,23,29
calibrated,211-000533,211-000545,0.3541666666666667,0.2932216298552932,138,96,lsqr_auto,45,45,48,44,23,29
strict,211-000533,211-000546,0.6595744680851063,0.5515873015873015,138,141,lsqr_auto,45,45,48,48,47,46
calibrated,211-000533,211-000546,0.5531914893617021,0.542269392033543,138,141,lsqr_auto,45,45,48,48,47,46
strict,211-000533,211-000547,0.3263888888888889,0.16404886561954626,138,144,lsqr_auto,45,45,48,49,47,48
calibrated,211-000533,211-000547,0.4027777777777778,0.40566216823901574,138,144,lsqr_auto,45,45,48,49,47,48
strict,211-000533,211-000548,0.36792452830188677,0.1793103448275862,138,106,lsqr_auto,45,45,48,37,39,30
calibrated,211-000533,211-000548,0.3490566037735849,0.3531409168081494,138,106,lsqr_auto,45,45,48,37,39,30
strict,211-000533,211-000549,0.15827338129496402,0.15033280426214815,138,139,lsqr_auto,45,45,48,46,46,47
calibrated,211-000533,211-000549,0.18705035971223022,0.18048090794750624,138,139,lsqr_auto,45,45,48,46,46,47
strict,211-000533,211-000550,0.1728395061728395,0.22165169020111253,138,81,lsqr_auto,45,45,48,37,14,30
calibrated,211-000533,211-000550,0.2222222222222222,0.23497326203208554,138,81,lsqr_auto,45,45,48,37,14,30
strict,211-000533,211-000552,0.3103448275862069,0.15789473684210525,138,116,lsqr_auto,45,45,48,36,45,35
calibrated,211-000533,211-000552,0.33620689655172414,0.32111026228673284,138,116,lsqr_auto,45,45,48,36,45,35
strict,211-000533,211-000553,0.3557692307692308,0.17494089834515367,138,104,lsqr_auto,45,45,48,38,35,31
calibrated,211-000533,211-000553,0.4519230769230769,0.4195386503966727,138,104,lsqr_auto,45,45,48,38,35,31
strict,211-000533,211-000554,0.35766423357664234,0.17562724014336917,138,137,lsqr_auto,45,45,48,49,44,44
calibrated,211-000533,211-000554,0.2773722627737226,0.27202138480827004,138,137,lsqr_auto,45,45,48,49,44,44
strict,211-000533,211-000555,0.3157894736842105,0.16,138,133,lsqr_auto,45,45,48,42,46,45
calibrated,211-000533,211-000555,0.23308270676691728,0.15487030905077262,138,133,lsqr_auto,45,45,48,42,46,45
strict,211-000533,211-000556,0.3627450980392157,0.1774580335731415,138,102,lsqr_auto,45,45,48,39,36,27
calibrated,211-000533,211-000556,0.0392156862745098,0.03801801801801802,138,102,lsqr_auto,45,45,48,39,36,27
strict,211-000533,211-000557,0.3082706766917293,0.1579961464354528,138,133,lsqr_auto,45,45,48,45,43,45
calibrated,211-000533,211-000557,0.3007518796992481,0.30104280574969494,138,133,lsqr_auto,45,45,48,45,43,45
strict,211-000535,211-000531,0.14516129032258066,0.08450704225352113,101,62,lsqr_auto,45,28,28,35,18,9
calibrated,211-000535,211-000531,0.4838709677419355,0.3816287878787879,101,62,lsqr_auto,45,28,28,35,18,9
strict,211-000535,211-000532,0.3472222222222222,0.21515151515151518,101,144,lsqr_auto,45,28,28,49,47,48
calibrated,211-000535,211-000532,0.2152777777777778,0.20918237623043115,101,144,lsqr_auto,45,28,28,49,47,48
strict,211-000535,211-000533,0.34782608695652173,0.2058823529411765,101,138,lsqr_auto,45,28,28,45,45,48
calibrated,211-000535,211-000533,0.37681159420289856,0.39598290598290603,101,138,lsqr_auto,45,28,28,45,45,48
strict,211-000535,211-000536,0.03225806451612903,0.020833333333333332,101,124,lsqr_auto,45,28,28,47,46,31
calibrated,211-000535,211-000536,0.28225806451612906,0.25025213573801613,101,124,lsqr_auto,45,28,28,47,46,31
strict,211-000535,211-000537,0.366412213740458,0.1925283580782201,101,131,lsqr_auto,45,28,28,42,42,47
calibrated,211-000535,211-000537,0.4732824427480916,0.4665978672170623,101,131,lsqr_auto,45,28,28,42,42,47
strict,211-000535,211-000539,0.29545454545454547,0.15204678362573099,101,132,lsqr_auto,45,28,28,49,44,39
calibrated,211-000535,211-000539,0.3787878787878788,0.36878794004324633,101,132,lsqr_auto,45,28,28,49,44,39
strict,211-000535,211-000540,0.22549019607843138,0.16373571783407848,101,102,lsqr_auto,45,28,28,49,33,20
calibrated,211-000535,211-000540,0.5784313725490197,0.503976661085852,101,102,lsqr_auto,45,28,28,49,33,20
strict,211-000535,211-000541,0.48031496062992124,0.35448039120437835,101,127,lsqr_auto,45,28,28,41,40,46
calibrated,211-000535,211-000541,0.5196850393700787,0.5288747095198708,101,127,lsqr_auto,45,28,28,41,40,46
strict,211-000535,211-000543,0.44680851063829785,0.4475825425535951,101,141,lsqr_auto,45,28,28,49,45,47
calibrated,211-000535,211-000543,0.49645390070921985,0.46915711066654464,101,141,lsqr_auto,45,28,28,49,45,47
strict,211-000535,211-000544,0.38333333333333336,0.18473895582329317,101,120,lsqr_auto,45,28,28,27,46,47
calibrated,211-000535,211-000544,0.375,0.3613595413595414,101,120,lsqr_auto,45,28,28,27,46,47
strict,211-000535,211-000545,0.3333333333333333,0.2367026912481458,101,96,lsqr_auto,45,28,28,44,23,29
calibrated,211-000535,211-000545,0.6145833333333334,0.5719648372535043,101,96,lsqr_auto,45,28,28,44,23,29
strict,211-000535,211-000546,0.3262411347517731,0.16399286987522282,101,141,lsqr_auto,45,28,28,48,47,46
calibrated,211-000535,211-000546,0.48936170212765956,0.441235567551357,101,141,lsqr_auto,45,28,28,48,47,46
strict,211-000535,211-000547,0.4791666666666667,0.37325379070345516,101,144,lsqr_auto,45,28,28,49,47,48
calibrated,211-000535,211-000547,0.20833333333333334,0.1870851370851371,101,144,lsqr_auto,45,28,28,49,47,48
strict,211-000535,211-000548,0.3584905660377358,0.20266666666666666,101,106,lsqr_auto,45,28,28,37,39,30
calibrated,211-000535,211-000548,0.39622641509433965,0.3629450652706467,101,106,lsqr_auto,45,28,28,37,39,30
strict,211-000535,211-000549,0.31654676258992803,0.16029143897996356,101,139,lsqr_auto,45,28,28,46,46,47
calibrated,211-000535,211-000549,0.302158273381295,0.2909150255684909,101,139,lsqr_auto,45,28,28,46,46,47
strict,211-000535,211-000550,0.37037037037037035,0.1818181818181818,101,81,lsqr_auto,45,28,28,37,14,30
calibrated,211-000535,211-000550,0.9012345679012346,0.8773946360153256,101,81,lsqr_auto,45,28,28,37,14,30
strict,211-000535,211-000552,0.3017241379310345,0.15452538631346577,101,116,lsqr_auto,45,28,28,36,45,35
calibrated,211-000535,211-000552,0.28448275862068967,0.2529330572808834,101,116,lsqr_auto,45,28,28,36,45,35
strict,211-000535,211-000553,0.4423076923076923,0.3425559947299078,101,104,lsqr_auto,45,28,28,38,35,31
calibrated,211-000535,211-000553,0.6538461538461539,0.6307991317078095,101,104,lsqr_auto,45,28,28,38,35,31
strict,211-000535,211-000554,0.32116788321167883,0.16206261510128914,101,137,lsqr_auto,45,28,28,49,44,44
calibrated,211-000535,211-000554,0.49635036496350365,0.4518000518000518,101,137,lsqr_auto,45,28,28,49,44,44
strict,211-000535,211-000555,0.43609022556390975,0.3978569612436889,101,133,lsqr_auto,45,28,28,42,46,45
calibrated,211-000535,211-000555,0.3308270676691729,0.2734510211145725,101,133,lsqr_auto,45,28,28,42,46,45
strict,211-000535,211-000556,0.23529411764705882,0.23254901960784313,101,102,lsqr_auto,45,28,28,39,36,27
calibrated,211-000535,211-000556,0.6372549019607843,0.5615577405051089,101,102,lsqr_auto,45,28,28,39,36,27
strict,211-000535,211-000557,0.3383458646616541,0.189873417721519,101,133,lsqr_auto,45,28,28,45,43,45
calibrated,211-000535,211-000557,0.3383458646616541,0.34446970030258145,101,133,lsqr_auto,45,28,28,45,43,45
strict,211-000536,211-000531,0.3225806451612903,0.18988218988218988,124,62,lsqr_auto,47,46,31,35,18,9
calibrated,211-000536,211-000531,0.6612903225806451,0.4700750659362954,124,62,lsqr_auto,47,46,31,35,18,9
strict,211-000536,211-000532,0.3194444444444444,0.17462365591397852,124,144,lsqr_auto,47,46,31,49,47,48
calibrated,211-000536,211-000532,0.2847222222222222,0.23922762510345605,124,144,lsqr_auto,47,46,31,49,47,48
strict,211-000536,211-000533,0.13043478260869565,0.08391608391608392,124,138,lsqr_auto,47,46,31,45,45,48
calibrated,211-000536,211-000533,0.3115942028985507,0.26638596491228067,124,138,lsqr_auto,47,46,31,45,45,48
strict,211-000536,211-000535,0.18811881188118812,0.14389799635701275,124,101,lsqr_auto,47,46,31,45,28,28
calibrated,211-000536,211-000535,0.3564356435643564,0.2862474877978754,124,101,lsqr_auto,47,46,31,45,28,28
strict,211-000536,211-000537,0.31297709923664124,0.15984405458089668,124,131,lsqr_auto,47,46,31,42,42,47
calibrated,211-000536,211-000537,0.33587786259541985,0.26486756621689156,124,131,lsqr_auto,47,46,31,42,42,47
strict,211-000536,211-000539,0.32575757575757575,0.1657032755298651,124,132,lsqr_auto,47,46,31,49,44,39
calibrated,211-000536,211-000539,0.23484848484848486,0.20684514663436915,124,132,lsqr_auto,47,46,31,49,44,39
strict,211-000536,211-000540,0.7941176470588235,0.5976102394012842,124,102,lsqr_auto,47,46,31,49,33,20
calibrated,211-000536,211-000540,0.7058823529411765,0.5394024634530964,124,102,lsqr_auto,47,46,31,49,33,20
strict,211-000536,211-000541,0.2992125984251969,0.15734989648033126,124,127,lsqr_auto,47,46,31,41,40,46
calibrated,211-000536,211-000541,0.29133858267716534,0.23879633217099316,124,127,lsqr_auto,47,46,31,41,40,46
strict,211-000536,211-000543,0.36879432624113473,0.2976716769820218,124,141,lsqr_auto,47,46,31,49,45,47
calibrated,211-000536,211-000543,0.2553191489361702,0.20635633388215338,124,141,lsqr_auto,47,46,31,49,45,47
strict,211-000536,211-000544,0.38333333333333336,0.18473895582329317,124,120,lsqr_auto,47,46,31,27,46,47
calibrated,211-000536,211-000544,0.30833333333333335,0.2577745676337226,124,120,lsqr_auto,47,46,31,27,46,47
strict,211-000536,211-000545,0.23958333333333334,0.1288515406162465,124,96,lsqr_auto,47,46,31,44,23,29
calibrated,211-000536,211-000545,0.3854166666666667,0.3283635959797879,124,96,lsqr_auto,47,46,31,44,23,29
strict,211-000536,211-000546,0.425531914893617,0.32187986305633365,124,141,lsqr_auto,47,46,31,48,47,46
calibrated,211-000536,211-000546,0.6382978723404256,0.5137266355140188,124,141,lsqr_auto,47,46,31,48,47,46
strict,211-000536,211-000547,0.3194444444444444,0.172646363509943,124,144,lsqr_auto,47,46,31,49,47,48
calibrated,211-000536,211-000547,0.19444444444444445,0.17592592592592593,124,144,lsqr_auto,47,46,31,49,47,48
strict,211-000536,211-000548,0.36792452830188677,0.18055555555555555,124,106,lsqr_auto,47,46,31,37,39,30
calibrated,211-000536,211-000548,0.660377358490566,0.5408885426357762,124,106,lsqr_auto,47,46,31,37,39,30
strict,211-000536,211-000549,0.3237410071942446,0.26083935174844264,124,139,lsqr_auto,47,46,31,46,46,47
calibrated,211-000536,211-000549,0.39568345323741005,0.3479827824756407,124,139,lsqr_auto,47,46,31,46,46,47
strict,211-000536,211-000550,0.07407407407407407,0.06596954631770353,124,81,lsqr_auto,47,46,31,37,14,30
calibrated,211-000536,211-000550,0.2962962962962963,0.23111111111111113,124,81,lsqr_auto,47,46,31,37,14,30
strict,211-000536,211-000552,0.20689655172413793,0.16360509115927072,124,116,lsqr_auto,47,46,31,36,45,35
calibrated,211-000536,211-000552,0.28448275862068967,0.28698350046227156,124,116,lsqr_auto,47,46,31,36,45,35
strict,211-000536,211-000553,0.33653846153846156,0.16908212560386474,124,104,lsqr_auto,47,46,31,38,35,31
calibrated,211-000536,211-000553,0.4230769230769231,0.33885770293147993,124,104,lsqr_auto,47,46,31,38,35,31
strict,211-000536,211-000554,0.24817518248175183,0.16065243403236978,124,137,lsqr_auto,47,46,31,49,44,44
calibrated,211-000536,211-000554,0.20437956204379562,0.16319742210441515,124,137,lsqr_auto,47,46,31,49,44,44
strict,211-000536,211-000555,0.17293233082706766,0.13289161818573583,124,133,lsqr_auto,47,46,31,42,46,45
calibrated,211-000536,211-000555,0.15037593984962405,0.11937527304499783,124,133,lsqr_auto,47,46,31,42,46,45
strict,211-000536,211-000556,0.22549019607843138,0.1803921568627451,124,102,lsqr_auto,47,46,31,39,36,27
calibrated,211-000536,211-000556,0.0784313725490196,0.05555555555555555,124,102,lsqr_auto,47,46,31,39,36,27
strict,211-000536,211-000557,0.3458646616541353,0.20748299319727892,124,133,lsqr_auto,47,46,31,45,43,45
calibrated,211-000536,211-000557,0.19548872180451127,0.1567227604963454,124,133,lsqr_auto,47,46,31,45,43,45
strict,211-000537,211-000531,0.3548387096774194,0.23461622091759074,131,62,lsqr_auto,42,42,47,35,18,9
calibrated,211-000537,211-000531,0.20967741935483872,0.196969696969697,131,62,lsqr_auto,42,42,47,35,18,9
strict,211-000537,211-000532,0.3333333333333333,0.1675392670157068,131,144,lsqr_auto,42,42,47,49,47,48
calibrated,211-000537,211-000532,0.22916666666666666,0.23088743299583084,131,144,lsqr_auto,42,42,47,49,47,48
strict,211-000537,211-000533,0.34782608695652173,0.17204301075268816,131,138,lsqr_auto,42,42,47,45,45,48
calibrated,211-000537,211-000533,0.26811594202898553,0.3008825427165253,131,138,lsqr_auto,42,42,47,45,45,48
strict,211-000537,211-000535,0.27722772277227725,0.14470284237726097,131,101,lsqr_auto,42,42,47,45,28,28
calibrated,211-000537,211-000535,0.31683168316831684,0.31588402691901596,131,101,lsqr_auto,42,42,47,45,28,28
strict,211-000537,211-000536,0.1774193548387097,0.16309731934731933,131,124,lsqr_auto,42,42,47,47,46,31
calibrated,211-000537,211-000536,0.3064516129032258,0.253637473012297,131,124,lsqr_auto,42,42,47,47,46,31
strict,211-000537,211-000539,0.32575757575757575,0.20600308816329604,131,132,lsqr_auto,42,42,47,49,44,39
calibrated,211-000537,211-000539,0.4318181818181818,0.40717983728736423,131,132,lsqr_auto,42,42,47,49,44,39
strict,211-000537,211-000540,0.19607843137254902,0.1092896174863388,131,102,lsqr_auto,42,42,47,49,33,20
calibrated,211-000537,211-000540,0.20588235294117646,0.2074835460375044,131,102,lsqr_auto,42,42,47,49,33,20
strict,211-000537,211-000541,0.2283464566929134,0.13063063063063063,131,127,lsqr_auto,42,42,47,41,40,46
calibrated,211-000537,211-000541,0.3228346456692913,0.34359422770429077,131,127,lsqr_auto,42,42,47,41,40,46
strict,211-000537,211-000543,0.3333333333333333,0.16666666666666666,131,141,lsqr_auto,42,42,47,49,45,47
calibrated,211-000537,211-000543,0.3404255319148936,0.306986047327832,131,141,lsqr_auto,42,42,47,49,45,47
strict,211-000537,211-000544,0.21666666666666667,0.13643790849673204,131,120,lsqr_auto,42,42,47,27,46,47
calibrated,211-000537,211-000544,0.36666666666666664,0.3286551543694401,131,120,lsqr_auto,42,42,47,27,46,47
strict,211-000537,211-000545,0.2708333333333333,0.23159636062861869,131,96,lsqr_auto,42,42,47,44,23,29
calibrated,211-000537,211-000545,0.375,0.37056098816263505,131,96,lsqr_auto,42,42,47,44,23,29
strict,211-000537,211-000546,0.2553191489361702,0.19141449683321607,131,141,lsqr_auto,42,42,47,48,47,46
calibrated,211-000537,211-000546,0.1773049645390071,0.16460692377226213,131,141,lsqr_auto,42,42,47,48,47,46
strict,211-000537,211-000547,0.2361111111111111,0.14481386757601591,131,144,lsqr_auto,42,42,47,49,47,48
calibrated,211-000537,211-000547,0.2152777777777778,0.2113205535802748,131,144,lsqr_auto,42,42,47,49,47,48
strict,211-000537,211-000548,0.3490566037735849,0.2051181616399008,131,106,lsqr_auto,42,42,47,37,39,30
calibrated,211-000537,211-000548,0.33962264150943394,0.3360902255639098,131,106,lsqr_auto,42,42,47,37,39,30
strict,211-000537,211-000549,0.3597122302158273,0.25903908560925876,131,139,lsqr_auto,42,42,47,46,46,47
calibrated,211-000537,211-000549,0.39568345323741005,0.3595694884233202,131,139,lsqr_auto,42,42,47,46,46,47
strict,211-000537,211-000550,0.16049382716049382,0.11936936936936937,131,81,lsqr_auto,42,42,47,37,14,30
calibrated,211-000537,211-000550,0.41975308641975306,0.38489409141583053,131,81,lsqr_auto,42,42,47,37,14,30
strict,211-000537,211-000552,0.33620689655172414,0.2732593294011614,131,116,lsqr_auto,42,42,47,36,45,35
calibrated,211-000537,211-000552,0.4482758620689655,0.3965020063368714,131,116,lsqr_auto,42,42,47,36,45,35
strict,211-000537,211-000553,0.34615384615384615,0.18991545893719808,131,104,lsqr_auto,42,42,47,38,35,31
calibrated,211-000537,211-000553,0.38461538461538464,0.36157932958758554,131,104,lsqr_auto,42,42,47,38,35,31
strict,211-000537,211-000554,0.31386861313868614,0.24458070110244023,131,137,lsqr_auto,42,42,47,49,44,44
calibrated,211-000537,211-000554,0.32116788321167883,0.31202226147677053,131,137,lsqr_auto,42,42,47,49,44,44
strict,211-000537,211-000555,0.10526315789473684,0.07768685215493726,131,133,lsqr_auto,42,42,47,42,46,45
calibrated,211-000537,211-000555,0.16541353383458646,0.20874495874495871,131,133,lsqr_auto,42,42,47,42,46,45
strict,211-000537,211-000556,0.27450980392156865,0.20280764635603346,131,102,lsqr_auto,42,42,47,39,36,27
calibrated,211-000537,211-000556,0.2549019607843137,0.18840579710144925,131,102,lsqr_auto,42,42,47,39,36,27
strict,211-000537,211-000557,0.37593984962406013,0.2586852351003294,131,133,lsqr_auto,42,42,47,45,43,45
calibrated,211-000537,211-000557,0.38345864661654133,0.3456654361562385,131,133,lsqr_auto,42,42,47,45,43,45
strict,211-000539,211-000531,0.25806451612903225,0.260682548685952,132,62,lsqr_auto,49,44,39,35,18,9
calibrated,211-000539,211-000531,0.3064516129032258,0.3456252419667054,132,62,lsqr_auto,49,44,39,35,18,9
strict,211-000539,211-000532,0.3819444444444444,0.2523960633204331,132,144,lsqr_auto,49,44,39,49,47,48
calibrated,211-000539,211-000532,0.4722222222222222,0.47202898550724637,132,144,lsqr_auto,49,44,39,49,47,48
strict,211-000539,211-000533,0.32608695652173914,0.16393442622950818,132,138,lsqr_auto,49,44,39,45,45,48
calibrated,211-000539,211-000533,0.2753623188405797,0.2757898130238556,132,138,lsqr_auto,49,44,39,45,45,48
strict,211-000539,211-000535,0.44554455445544555,0.20547945205479454,132,101,lsqr_auto,49,44,39,45,28,28
calibrated,211-000539,211-000535,0.504950495049505,0.4519331243469174,132,101,lsqr_auto,49,44,39,45,28,28
strict,211-000539,211-000536,0.3790322580645161,0.1865079365079365,132,124,lsqr_auto,49,44,39,47,46,31
calibrated,211-000539,211-000536,0.13709677419354838,0.14852983925148874,132,124,lsqr_auto,49,44,39,47,46,31
strict,211-000539,211-000537,0.4122137404580153,0.34018264840182644,132,131,lsqr_auto,49,44,39,42,42,47
