class_label,condition,feature_idx,feature_name,feature_type,channel,band,pair,cluster,mean_abs_shap,std_abs_shap,mean_signed_shap,std_signed_shap,n_subjects
2,SAD,57,F7_Beta,bandpower,F7,Beta,,frontal_inferior_left,0.04515221824831619,0.11331956606431026,0.03890714132459657,0.10773104921003508,23
2,SAD,58,Fp1_Alpha,bandpower,Fp1,Alpha,,frontal_bilateral,0.07048537906094707,0.21411655231261104,0.068543783685645,0.21142175030003296,23
2,SAD,59,Fp1_Beta,bandpower,Fp1,Beta,,frontal_bilateral,0.0784390640473276,0.14664044602050308,0.06017806124674105,0.13798157752528825,23
2,SAD,60,PO5_Alpha,bandpower,PO5,Alpha,,other,0.051808133763970955,0.17585174138311824,0.042705214631927536,0.17581161337807022,23
2,SAD,61,PO5_Beta,bandpower,PO5,Beta,,other,0.08794606917568372,0.22139905871404233,0.06650500142783725,0.20080662291379056,23
2,SAD,62,PO3_Alpha,bandpower,PO3,Alpha,,occipital,0.017493858921553387,0.05379156378118075,0.014415188900988085,0.05018569973728133,23
2,SAD,63,PO3_Beta,bandpower,PO3,Beta,,occipital,0.09827129975431646,0.1972743366735597,0.06607114562280261,0.1775909505578993,23
2,SAD,64,P1_Alpha,bandpower,P1,Alpha,,other,0.01592325566619599,0.03892603628604977,0.006090829600330533,0.02448393491220425,23
2,SAD,65,P1_Beta,bandpower,P1,Beta,,other,0.03537046959300231,0.07145360889133903,0.018604818207582523,0.040481916250885944,23
2,SAD,66,POz_Alpha,bandpower,POz,Alpha,,occipital,0.020142513411391002,0.05726127706233216,0.004581019168305618,0.02549521824225975,23
2,SAD,67,POz_Beta,bandpower,POz,Beta,,occipital,0.045456259745315586,0.10547873758561582,0.029650997150214492,0.08843709314157674,23
2,SAD,68,P2_Alpha,bandpower,P2,Alpha,,other,0.010605758363262902,0.04472236547165819,0.00943198688141829,0.04297616267106097,23
2,SAD,69,P2_Beta,bandpower,P2,Beta,,other,0.008445991827899717,0.01902314817572617,0.0051000272451904,0.017149112731859283,23
2,SAD,70,PO4_Alpha,bandpower,PO4,Alpha,,occipital,0.009084832695321775,0.029529283920236744,0.007351144473300847,0.02449664011178105,23
2,SAD,71,PO4_Beta,bandpower,PO4,Beta,,occipital,0.023944383530890862,0.04727352405990736,0.002458531734324192,0.03363273666163396,23
2,SAD,72,CP2_Alpha,bandpower,CP2,Alpha,,other,0.018656609768182487,0.03744134055908895,0.006939418548415085,0.017105296849577453,23
2,SAD,73,CP2_Beta,bandpower,CP2,Beta,,other,0.08339313087158796,0.18333968090451197,0.061323993270936426,0.17501521797166117,23
2,SAD,74,P6_Alpha,bandpower,P6,Alpha,,temporal_right,0.00787592694610101,0.02350354074185309,0.0024354944264033435,0.0090234157325873,23
2,SAD,75,P6_Beta,bandpower,P6,Beta,,temporal_right,0.004352084499341528,0.013259438013570468,0.0011603638407082018,0.010471267451691038,23
2,SAD,76,PO6_Alpha,bandpower,PO6,Alpha,,other,0.0014833458243742308,0.004130242386415336,0.0003194400243307392,0.0027990195930505924,23
2,SAD,77,PO6_Beta,bandpower,PO6,Beta,,other,0.011602823922718294,0.043019538343054047,0.010158465279207796,0.036352148154415405,23
2,SAD,78,CP6_Alpha,bandpower,CP6,Alpha,,temporal_right,0.02765034218926326,0.08417603837921667,-0.007972085361748468,0.05309098146233779,23
2,SAD,79,CP6_Beta,bandpower,CP6,Beta,,temporal_right,0.04817008921869825,0.13327924639037453,0.01469310380048818,0.11525433562912417,23
2,SAD,80,C6_Alpha,bandpower,C6,Alpha,,temporal_right,0.017035552256264585,0.046039127178027474,0.010979035766679955,0.032830355527636974,23
2,SAD,81,C6_Beta,bandpower,C6,Beta,,temporal_right,0.11878823928409946,0.2486123192429496,0.10363633025270513,0.24446547230085736,23
2,SAD,82,PO8_Alpha,bandpower,PO8,Alpha,,occipital,0.018281622068609178,0.06352206569983744,0.01290452190961634,0.055220466173195974,23
2,SAD,83,PO8_Beta,bandpower,PO8,Beta,,occipital,0.010090467293324988,0.025350595266340124,0.008700931180456528,0.024313913396863417,23
2,SAD,84,PO7_Alpha,bandpower,PO7,Alpha,,occipital,0.019567406702134714,0.03455032215854732,0.013812807428209894,0.030768187944041903,23
2,SAD,85,PO7_Beta,bandpower,PO7,Beta,,occipital,0.10239692299352615,0.17037243928992085,0.07811540739215596,0.1459636663872427,23
2,SAD,86,P5_Alpha,bandpower,P5,Alpha,,temporal_left,0.0015787561317054805,0.004744888020189826,0.0013894769501053474,0.004290529887839332,23
2,SAD,87,P5_Beta,bandpower,P5,Beta,,temporal_left,0.00918859907340192,0.027001926514994994,0.0019761846034959886,0.013220674681069413,23
2,SAD,88,CP5_Alpha,bandpower,CP5,Alpha,,temporal_left,0.01571487907434626,0.05299090019887644,-0.0007975597145229586,0.012350566611197395,23
2,SAD,89,CP5_Beta,bandpower,CP5,Beta,,temporal_left,0.019521787230848697,0.03861485538228136,0.004478802458837853,0.03001199915417083,23
2,SAD,90,CP1_Alpha,bandpower,CP1,Alpha,,other,0.011158327762147029,0.042629321702476616,0.0022945716539595692,0.007266863068100843,23
2,SAD,91,CP1_Beta,bandpower,CP1,Beta,,other,0.01918832903598582,0.04817195146299445,0.012216702623633004,0.040328680502632226,23
2,SAD,92,C1_Alpha,bandpower,C1,Alpha,,other,0.008505979362011102,0.02511630662033656,-0.0015446529481036677,0.005512390475547117,23
2,SAD,93,C1_Beta,bandpower,C1,Beta,,other,0.013171227898577782,0.04918360002353617,0.011299638203951993,0.04935526293264788,23
2,SAD,94,C2_Alpha,bandpower,C2,Alpha,,other,0.0004700845179363335,0.0015959111183438087,0.0002493796901166365,0.0008126301111916424,23
2,SAD,95,C2_Beta,bandpower,C2,Beta,,other,0.012311727072331162,0.034240488940020186,0.005250631025186516,0.03142397540111811,23
2,SAD,96,FC2_Alpha,bandpower,FC2,Alpha,,other,0.02087639838249954,0.07599897750119457,0.007323565434025193,0.021027613450727838,23
2,SAD,97,FC2_Beta,bandpower,FC2,Beta,,other,0.01655450327780791,0.05313095143818382,0.001448018023097305,0.01742114543598992,23
2,SAD,98,FC6_Alpha,bandpower,FC6,Alpha,,other,0.014788229911926347,0.04083703117471055,0.012427743399405795,0.03751525936769142,23
2,SAD,99,FC6_Beta,bandpower,FC6,Beta,,other,0.011230831397165164,0.021136596876548064,0.004720101405581873,0.015077809308092651,23
2,SAD,100,C5_Alpha,bandpower,C5,Alpha,,temporal_left,0.022581863340748524,0.0671202538057097,0.014102678360688384,0.06528795532709628,23
2,SAD,101,C5_Beta,bandpower,C5,Beta,,temporal_left,0.06837533240650569,0.1978722070278622,0.05789807860101296,0.1944800827038352,23
2,SAD,102,FC1_Alpha,bandpower,FC1,Alpha,,other,0.008570534638570469,0.026757900832779326,0.0020761285669368213,0.01020029457477352,23
2,SAD,103,FC1_Beta,bandpower,FC1,Beta,,other,0.008636621888193544,0.025058075368600916,0.002281649158545078,0.022187158469992883,23
2,SAD,104,F2_Alpha,bandpower,F2,Alpha,,frontal_bilateral,0.01560544941863325,0.04431262439714616,0.012060528375401816,0.0375959867452617,23
2,SAD,105,F2_Beta,bandpower,F2,Beta,,frontal_bilateral,0.0532607761857685,0.15379305253023784,0.03973867739659944,0.14849232067463825,23
2,SAD,106,F6_Alpha,bandpower,F6,Alpha,,other,0.004078247779149455,0.017097664267513937,0.0038378141894797263,0.017092168232018826,23
2,SAD,107,F6_Beta,bandpower,F6,Beta,,other,0.10509419249537257,0.21824379106909453,0.07537331509948919,0.16374661468192925,23
2,SAD,108,FC5_Alpha,bandpower,FC5,Alpha,,frontal_inferior_left,0.035514569965270054,0.10544609682025338,0.03333482819800364,0.10273221411523371,23
2,SAD,109,FC5_Beta,bandpower,FC5,Beta,,frontal_inferior_left,0.18365000772406379,0.4349753558286544,0.1679826196396476,0.4024417551590237,23
2,SAD,110,F1_Alpha,bandpower,F1,Alpha,,frontal_bilateral,0.005083218096410207,0.022718720541203868,0.004502754427461089,0.020774556902632853,23
2,SAD,111,F1_Beta,bandpower,F1,Beta,,frontal_bilateral,0.012754723098534105,0.03933067868918292,0.0030553031595304337,0.015370978204536319,23
2,SAD,112,AF4_Alpha,bandpower,AF4,Alpha,,frontal_bilateral,0.008608416336854325,0.023372915499670143,-0.0023597121588053356,0.013818954528104863,23
2,SAD,113,AF4_Beta,bandpower,AF4,Beta,,frontal_bilateral,0.0881549569520657,0.1336873111054893,0.024044655288912004,0.10423586815272433,23
2,SAD,114,AF8_Alpha,bandpower,AF8,Alpha,,frontal_bilateral,0.032533001829308315,0.06569642567670891,0.019419093400563442,0.054484614418748994,23
2,SAD,115,AF8_Beta,bandpower,AF8,Beta,,frontal_bilateral,0.13354538189987264,0.28702876447157805,0.12131651975803184,0.2838967077527083,23
2,SAD,116,F5_Alpha,bandpower,F5,Alpha,,frontal_inferior_left,0.03604730397641816,0.10735614000791469,0.018990642720170002,0.058594067791448365,23
2,SAD,117,F5_Beta,bandpower,F5,Beta,,frontal_inferior_left,0.03265111545538122,0.09764598420740114,0.02925000297625076,0.0929372264225478,23
2,SAD,118,AF7_Alpha,bandpower,AF7,Alpha,,frontal_bilateral,0.015697818205664908,0.049703678551359785,0.012474818958040068,0.047423894259951534,23
2,SAD,119,AF7_Beta,bandpower,AF7,Beta,,frontal_bilateral,0.04781116759107415,0.07566095072122886,0.029745022583025103,0.07357639556557828,23
2,SAD,120,AF3_Alpha,bandpower,AF3,Alpha,,frontal_bilateral,0.011561009559434428,0.05461260152017008,0.011006108277998946,0.05256104012589908,23
2,SAD,121,AF3_Beta,bandpower,AF3,Beta,,frontal_bilateral,0.09150853553622362,0.19089466138455924,0.043681553267712836,0.10480392517165314,23
2,SAD,122,Fpz_Alpha,bandpower,Fpz,Alpha,,frontal_bilateral,0.046554820601420584,0.1483655146394064,0.039833901048667124,0.14016433349012877,23
2,SAD,123,Fpz_Beta,bandpower,Fpz,Beta,,frontal_bilateral,0.096393914743449,0.16969101256692873,0.0780204962919942,0.17180563924551892,23
2,SAD,124,AlphaAsym_Fp2-Fp1,AlphaAsym,,,Fp2-Fp1,,0.01181636554336942,0.029051583085506046,0.0041731504993146665,0.018690799616024597,23
2,SAD,125,AlphaAsym_AF8-AF7,AlphaAsym,,,AF8-AF7,,0.04561651589210084,0.15426013287967286,0.037064225625938016,0.13648038402572452,23
2,SAD,126,AlphaAsym_AF4-AF3,AlphaAsym,,,AF4-AF3,,0.02539977823336718,0.06662646196804708,0.014348173898270833,0.036119344711086375,23
2,SAD,127,AlphaAsym_F8-F7,AlphaAsym,,,F8-F7,,0.03600750915257231,0.08522428321095012,0.021444080714141205,0.08121953469511534,23
2,SAD,128,AlphaAsym_F6-F5,AlphaAsym,,,F6-F5,,0.014451927246099503,0.026327111680247053,0.007125810270559135,0.014101215003657103,23
2,SAD,129,AlphaAsym_F4-F3,AlphaAsym,,,F4-F3,,0.034798040848497684,0.10139255298763321,0.026974092647988113,0.0894314591989104,23
2,SAD,130,AlphaAsym_F2-F1,AlphaAsym,,,F2-F1,,0.0031137329862034524,0.01301001467000552,0.0018158855710253103,0.008017382855766463,23
2,SAD,131,AlphaAsym_FC6-FC5,AlphaAsym,,,FC6-FC5,,0.04116061392169553,0.1579231393930971,0.03556682497076373,0.14935369043737676,23
2,SAD,132,AlphaAsym_FC4-FC3,AlphaAsym,,,FC4-FC3,,0.017856123277962325,0.05274958075950908,0.00887509132737925,0.04152320684312175,23
2,SAD,133,AlphaAsym_FC2-FC1,AlphaAsym,,,FC2-FC1,,0.015100380472389633,0.035937182362227905,0.004553679078858117,0.021365097325064482,23
2,SAD,134,AlphaAsym_T8-T7,AlphaAsym,,,T8-T7,,0.005330428231437187,0.020230421582608345,0.000937375588161991,0.006341726336216934,23
2,SAD,135,AlphaAsym_C6-C5,AlphaAsym,,,C6-C5,,0.04489868756016717,0.09180522963949808,0.02633066022557236,0.058257171146579356,23
2,SAD,136,AlphaAsym_C4-C3,AlphaAsym,,,C4-C3,,0.035406470090195256,0.06908075123033394,0.023196114828460748,0.056517928086438254,23
2,SAD,137,AlphaAsym_C2-C1,AlphaAsym,,,C2-C1,,0.016369721178432967,0.039850576690742795,0.008426150199159526,0.031291297170407885,23
2,SAD,138,AlphaAsym_TP8-TP7,AlphaAsym,,,TP8-TP7,,0.024491180352988657,0.10029125248145024,0.010668807713230347,0.06001244773687376,23
2,SAD,139,AlphaAsym_CP6-CP5,AlphaAsym,,,CP6-CP5,,0.045930885100910715,0.11751418047436935,0.032889212287341076,0.0959232676428441,23
2,SAD,140,AlphaAsym_CP4-CP3,AlphaAsym,,,CP4-CP3,,0.047699128058938126,0.17134282498518827,0.03915114478385607,0.16470095199562437,23
2,SAD,141,AlphaAsym_CP2-CP1,AlphaAsym,,,CP2-CP1,,0.03852378261445024,0.0862787725839741,0.027341001926610535,0.06790236691525482,23
2,SAD,142,AlphaAsym_P8-P7,AlphaAsym,,,P8-P7,,0.027331228398128456,0.11108805344837867,0.015971872821019636,0.0678646198841138,23
2,SAD,143,AlphaAsym_P6-P5,AlphaAsym,,,P6-P5,,0.010923444703380967,0.03460949615587511,0.004803919254637607,0.02270167377349322,23
2,SAD,144,AlphaAsym_P4-P3,AlphaAsym,,,P4-P3,,0.0030866965788497657,0.010238778213395191,0.0009011323394688344,0.0037171560742290735,23
2,SAD,145,AlphaAsym_P2-P1,AlphaAsym,,,P2-P1,,0.02677992173899968,0.09641192570829936,0.023258219198519087,0.0944079408888883,23
2,SAD,146,AlphaAsym_PO8-PO7,AlphaAsym,,,PO8-PO7,,0.031266879850219316,0.06623507508684164,0.007373486960371057,0.02978172465577684,23
2,SAD,147,AlphaAsym_PO6-PO5,AlphaAsym,,,PO6-PO5,,0.008726621901609359,0.035528959384239556,0.007881417719845175,0.03367088955967913,23
2,SAD,148,AlphaAsym_PO4-PO3,AlphaAsym,,,PO4-PO3,,0.0028990337368080626,0.012184911421394547,0.0009274119108540689,0.0044675024121750475,23
2,SAD,149,AlphaAsym_O2-O1,AlphaAsym,,,O2-O1,,0.01142716250941215,0.03648897109379199,0.009823570992384562,0.03241282429987947,23
