class_label,condition,channel,band,cluster,mean_abs_shap,mean_signed_shap,n_subjects
2,SAD,PO8,Beta,occipital,0.010090467293324988,0.008700931180456528,23
2,SAD,PO7,Alpha,occipital,0.019567406702134714,0.013812807428209894,23
2,SAD,PO7,Beta,occipital,0.10239692299352615,0.07811540739215596,23
2,SAD,P5,Alpha,temporal_left,0.0015787561317054805,0.0013894769501053474,23
2,SAD,P5,Beta,temporal_left,0.00918859907340192,0.0019761846034959886,23
2,SAD,CP5,Alpha,temporal_left,0.01571487907434626,-0.0007975597145229586,23
2,SAD,CP5,Beta,temporal_left,0.019521787230848697,0.004478802458837853,23
2,SAD,CP1,Alpha,other,0.011158327762147029,0.0022945716539595692,23
2,SAD,CP1,Beta,other,0.01918832903598582,0.012216702623633004,23
2,SAD,C1,Alpha,other,0.008505979362011102,-0.0015446529481036677,23
2,SAD,C1,Beta,other,0.013171227898577782,0.011299638203951993,23
2,SAD,C2,Alpha,other,0.0004700845179363335,0.0002493796901166365,23
2,SAD,C2,Beta,other,0.012311727072331162,0.005250631025186516,23
2,SAD,FC2,Alpha,other,0.02087639838249954,0.007323565434025193,23
2,SAD,FC2,Beta,other,0.01655450327780791,0.001448018023097305,23
2,SAD,FC6,Alpha,other,0.014788229911926347,0.012427743399405795,23
2,SAD,FC6,Beta,other,0.011230831397165164,0.004720101405581873,23
2,SAD,C5,Alpha,temporal_left,0.022581863340748524,0.014102678360688384,23
2,SAD,C5,Beta,temporal_left,0.06837533240650569,0.05789807860101296,23
2,SAD,FC1,Alpha,other,0.008570534638570469,0.0020761285669368213,23
2,SAD,FC1,Beta,other,0.008636621888193544,0.002281649158545078,23
2,SAD,F2,Alpha,frontal_bilateral,0.01560544941863325,0.012060528375401816,23
2,SAD,F2,Beta,frontal_bilateral,0.0532607761857685,0.03973867739659944,23
2,SAD,F6,Alpha,other,0.004078247779149455,0.0038378141894797263,23
2,SAD,F6,Beta,other,0.10509419249537257,0.07537331509948919,23
2,SAD,FC5,Alpha,frontal_inferior_left,0.035514569965270054,0.03333482819800364,23
2,SAD,FC5,Beta,frontal_inferior_left,0.18365000772406379,0.1679826196396476,23
2,SAD,F1,Alpha,frontal_bilateral,0.005083218096410207,0.004502754427461089,23
2,SAD,F1,Beta,frontal_bilateral,0.012754723098534105,0.0030553031595304337,23
2,SAD,AF4,Alpha,frontal_bilateral,0.008608416336854325,-0.0023597121588053356,23
2,SAD,AF4,Beta,frontal_bilateral,0.0881549569520657,0.024044655288912004,23
2,SAD,AF8,Alpha,frontal_bilateral,0.032533001829308315,0.019419093400563442,23
2,SAD,AF8,Beta,frontal_bilateral,0.13354538189987264,0.12131651975803184,23
2,SAD,F5,Alpha,frontal_inferior_left,0.03604730397641816,0.018990642720170002,23
2,SAD,F5,Beta,frontal_inferior_left,0.03265111545538122,0.02925000297625076,23
2,SAD,AF7,Alpha,frontal_bilateral,0.015697818205664908,0.012474818958040068,23
2,SAD,AF7,Beta,frontal_bilateral,0.04781116759107415,0.029745022583025103,23
2,SAD,AF3,Alpha,frontal_bilateral,0.011561009559434428,0.011006108277998946,23
2,SAD,AF3,Beta,frontal_bilateral,0.09150853553622362,0.043681553267712836,23
2,SAD,Fpz,Alpha,frontal_bilateral,0.046554820601420584,0.039833901048667124,23
2,SAD,Fpz,Beta,frontal_bilateral,0.096393914743449,0.0780204962919942,23
